Purchase_ID,Purchase_Line_Number,Date_ID,Transaction_Date,Document_ID,Product_ID,Supplier_ID,Employee_ID,Business_Line_ID,Account_ID,PO_Number,Supplier_Invoice_Number,Purchase_Type,Payment_Terms,Payment_Status,Delivery_Status,Quantity_Ordered,Quantity_Received,Unit_Cost,Freight_Cost,Tax_Pct,Warehouse_Destination,Incoterms,Currency,Exchange_Rate,Quality_Check_Status,Defect_Rate_Pct,Approved_By,Received_By,Notes,Expected_Delivery_Date,Actual_Delivery_Date,Net_Amount,Tax_Amount,Total_Amount,Total_Amount_RON,Quantity_Variance,Delivery_Delay_Days
9134,13,20240502,2024-05-02 00:00:00,DOC000860,PRD00422,SUPP00018,EMP00163,BL001,ACC20002,PO-876531,SINV-340925,Asset,Net 30,Paid,In Transit,437,248,324.09,58.18,19,WH_Cluj,DDP,RON,0.9579,Passed,4.74,EMP00073,EMP00042,,2024-06-06 00:00:00,2024-05-24 00:00:00,80374.32,15271.12,95703.62,91674.5,-189,-13
9135,5,20240314,2024-03-14 00:00:00,DOC000066,PRD00041,SUPP00200,EMP00135,BL005,ACC20002,PO-282281,SINV-267623,Stock,Net 90,Partial,Delivered,280,323,490.6,42.18,19,WH_Bucharest,FOB,RON,0.9738,Passed,4.93,EMP00037,EMP00201,,2024-04-17 00:00:00,2024-04-23 00:00:00,158463.8,30108.12,188614.1,183672.41,43,6
9136,11,20231002,2023-10-02 00:00:00,DOC001704,PRD00182,SUPP00024,EMP00010,BL003,ACC20001,PO-958813,SINV-900737,Stock,Net 60,Paid,Delivered,139,48,394.39,110.11,19,WH_Bucharest,CIF,RON,1.0186,Passed,2.41,EMP00144,EMP00004,,2023-11-02 00:00:00,2023-11-01 00:00:00,18930.72,3596.84,22637.67,23058.73,-91,-1
9137,12,20231022,2023-10-22 00:00:00,DOC001840,PRD00471,SUPP00080,EMP00119,BL002,ACC20002,PO-269129,SINV-872007,Service,Net 30,Paid,Delivered,458,77,472.88,177.66,19,WH_Timisoara,FOB,RON,1.0371,Passed,1.99,EMP00245,EMP00086,,2023-11-17 00:00:00,2023-11-23 00:00:00,36411.76,6918.23,43507.65,45121.78,-381,6
9138,14,20231226,2023-12-26 00:00:00,DOC002695,PRD00229,SUPP00025,EMP00215,BL006,ACC20001,PO-152916,SINV-953456,Stock,Net 60,Overdue,Partial,289,360,434.45,22.55,19,WH_Bucharest,FOB,RON,0.9705,Passed,2.55,EMP00199,EMP00148,,2024-01-06 00:00:00,2024-01-12 00:00:00,156402,29716.38,186140.93,180649.77,71,6
9139,11,20250319,2025-03-19 00:00:00,DOC004150,PRD00343,SUPP00112,EMP00192,BL001,ACC20002,PO-992170,SINV-316846,Stock,Net 30,Paid,In Transit,72,309,23.16,192.14,19,WH_Bucharest,FOB,RON,0.9805,Passed,0.95,EMP00002,EMP00209,Rush Order,2025-04-09 00:00:00,2025-04-01 00:00:00,7156.44,1359.72,8708.3,8538.49,237,-8
9140,14,20250331,2025-03-31 00:00:00,DOC002814,PRD00233,SUPP00154,EMP00189,BL006,ACC20002,PO-246347,SINV-981924,Service,Net 60,Partial,Delivered,261,127,70.32,92.4,19,WH_Bucharest,FOB,RON,1.0434,Pending,4.2,EMP00116,EMP00049,,2025-04-28 00:00:00,2025-04-22 00:00:00,8930.64,1696.82,10719.86,11185.1,-134,-6
9141,2,20250325,2025-03-25 00:00:00,DOC002117,PRD00391,SUPP00146,EMP00039,BL005,ACC20002,PO-461845,SINV-416817,Stock,COD,Paid,Pending,255,376,77.63,169.93,19,WH_Bucharest,EXW,RON,0.9592,Passed,1.97,EMP00175,EMP00040,,2025-04-21 00:00:00,2025-04-18 00:00:00,29188.88,5545.89,34904.7,33480.59,121,-3
9142,9,20250122,2025-01-22 00:00:00,DOC004219,PRD00370,SUPP00164,EMP00099,BL003,ACC20001,PO-153881,SINV-513643,Stock,Net 30,Paid,Delivered,16,388,308.21,118.98,19,WH_Timisoara,CIF,RON,1.032,Passed,2.72,EMP00021,EMP00007,,2025-03-05 00:00:00,2025-01-29 00:00:00,119585.48,22721.24,142425.7,146983.32,372,-35
9143,3,20250123,2025-01-23 00:00:00,DOC004838,PRD00295,SUPP00139,EMP00189,BL006,ACC20002,PO-706345,SINV-287623,Stock,Prepaid,Paid,Pending,163,173,399.87,10.76,19,WH_Bucharest,FOB,EUR,0.9928,Passed,0.84,EMP00145,EMP00161,Partial Delivery,2025-03-01 00:00:00,2025-03-08 00:00:00,69177.51,13143.73,82332,81739.21,10,7
9144,11,20251204,2025-12-04 00:00:00,DOC004288,PRD00268,SUPP00190,EMP00135,BL005,ACC20002,PO-764233,SINV-489949,Service,Net 90,Paid,Delivered,396,99,115.43,137.3,19,WH_Cluj,DDP,EUR,0.956,Passed,1.25,EMP00108,EMP00160,,2026-01-06 00:00:00,2025-12-30 00:00:00,11427.57,2171.24,13736.11,13131.72,-297,-7
9145,7,20230913,2023-09-13 00:00:00,DOC003204,PRD00491,SUPP00107,EMP00086,BL004,ACC20002,PO-649612,SINV-733348,Stock,Net 60,Paid,Delivered,308,231,374.15,153.02,19,WH_Cluj,EXW,RON,0.9554,Passed,2.44,EMP00139,EMP00066,Partial Delivery,2023-10-06 00:00:00,2023-09-26 00:00:00,86428.65,16421.44,103003.11,98409.17,-77,-10
9146,14,20240824,2024-08-24 00:00:00,DOC003056,PRD00023,SUPP00127,EMP00031,BL003,ACC20002,PO-614106,SINV-119441,Service,Net 60,Overdue,Partial,491,57,22.22,70.65,19,WH_Timisoara,CIF,RON,0.968,Passed,4.58,EMP00021,EMP00059,,2024-09-04 00:00:00,2024-09-23 00:00:00,1266.54,240.64,1577.83,1527.34,-434,19
9147,8,20240610,2024-06-10 00:00:00,DOC004124,PRD00202,SUPP00097,EMP00031,BL006,ACC20002,PO-513469,SINV-411601,Stock,Net 30,Pending,Delivered,185,443,79.47,118.09,19,WH_Bucharest,FOB,RON,1.0442,Passed,4.42,EMP00091,EMP00050,Quality Issues,2024-06-30 00:00:00,2024-07-05 00:00:00,35205.21,6688.99,42012.29,43869.23,258,5
9148,4,20250330,2025-03-30 00:00:00,DOC003141,PRD00288,SUPP00112,EMP00163,BL002,ACC20001,PO-532752,SINV-502212,Stock,Net 60,Paid,Delivered,434,401,220.26,193.92,19,WH_Bucharest,CIF,RON,1.0286,Passed,1.43,EMP00092,EMP00021,,2025-05-02 00:00:00,2025-04-13 00:00:00,88324.26,16781.61,105299.79,108311.36,-33,-19
9149,8,20230314,2023-03-14 00:00:00,DOC001307,PRD00068,SUPP00096,EMP00025,BL002,ACC20002,PO-677623,SINV-314370,Stock,Prepaid,Pending,Delivered,19,393,14.87,81.64,19,WH_Bucharest,EXW,USD,0.9529,Pending,4.52,EMP00214,EMP00036,Delayed,2023-04-07 00:00:00,2023-04-22 00:00:00,5843.91,1110.34,7035.89,6704.5,374,15
9150,10,20250925,2025-09-25 00:00:00,DOC004081,PRD00191,SUPP00004,EMP00189,BL006,ACC20001,PO-406437,SINV-907439,Stock,Net 90,Paid,Delivered,330,389,497.18,60.79,19,WH_Timisoara,CIF,USD,0.9854,Pending,3.62,EMP00126,EMP00190,,2025-10-31 00:00:00,2025-10-11 00:00:00,193403.02,36746.57,230210.38,226849.31,59,-20
9151,8,20241221,2024-12-21 00:00:00,DOC001992,PRD00447,SUPP00187,EMP00007,BL003,ACC20001,PO-767739,SINV-985313,Stock,Net 30,Paid,Delivered,288,112,424.2,121.45,19,WH_Bucharest,EXW,EUR,1.0466,Passed,0.09,EMP00039,EMP00119,,2025-01-28 00:00:00,2025-02-02 00:00:00,47510.4,9026.98,56658.83,59299.13,-176,5
9152,10,20230508,2023-05-08 00:00:00,DOC000524,PRD00440,SUPP00120,EMP00175,BL002,ACC20001,PO-285455,SINV-241107,Stock,Net 30,Paid,Delivered,156,39,464.24,74.76,19,WH_Cluj,EXW,EUR,0.9598,Passed,2.78,EMP00210,EMP00058,,2023-05-20 00:00:00,2023-06-11 00:00:00,18105.36,3440.02,21620.14,20751.01,-117,22
9153,10,20250901,2025-09-01 00:00:00,DOC001617,PRD00470,SUPP00050,EMP00010,BL005,ACC20001,PO-827571,SINV-561659,Stock,Net 60,Paid,Delivered,459,378,59.53,168.06,19,WH_Bucharest,CIF,RON,0.9516,Passed,3.16,EMP00175,EMP00024,,2025-09-11 00:00:00,2025-09-25 00:00:00,22502.34,4275.44,26945.84,25641.66,-81,14
9154,12,20251001,2025-10-01 00:00:00,DOC003831,PRD00159,SUPP00038,EMP00025,BL005,ACC20002,PO-559984,SINV-939204,Stock,Prepaid,Paid,Delivered,27,153,160.48,14.09,19,WH_Bucharest,EXW,RON,0.9726,Passed,0.55,EMP00110,EMP00227,,2025-10-24 00:00:00,2025-11-06 00:00:00,24553.44,4665.15,29232.68,28431.7,126,13
9155,14,20230101,2023-01-01 00:00:00,DOC001406,PRD00070,SUPP00193,EMP00250,BL003,ACC20001,PO-377753,SINV-121916,Stock,Net 30,Paid,Delivered,431,341,146.14,143.94,19,WH_Bucharest,DDP,EUR,1.0371,Passed,3.17,EMP00097,EMP00109,,2023-01-09 00:00:00,2023-02-12 00:00:00,49833.74,9468.41,59446.09,61651.54,-90,34
9156,9,20240509,2024-05-09 00:00:00,DOC000479,PRD00151,SUPP00104,EMP00175,BL004,ACC20001,PO-692361,SINV-548961,Direct,Net 30,Paid,Delivered,188,147,379.64,11.26,19,WH_Timisoara,EXW,RON,1.0399,Passed,0.04,EMP00220,EMP00101,,2024-05-18 00:00:00,2024-06-01 00:00:00,55807.08,10603.35,66421.69,69071.92,-41,14
9157,4,20231012,2023-10-12 00:00:00,DOC001216,PRD00014,SUPP00165,EMP00086,BL004,ACC20001,PO-811457,SINV-664161,Direct,Net 30,Paid,Delivered,464,211,148.9,65.13,19,WH_Cluj,FOB,USD,0.999,Passed,2.3,EMP00009,EMP00012,,2023-11-13 00:00:00,2023-10-20 00:00:00,31417.9,5969.4,37452.43,37414.98,-253,-24
9158,4,20251020,2025-10-20 00:00:00,DOC002283,PRD00210,SUPP00099,EMP00025,BL003,ACC20002,PO-505543,SINV-516737,Stock,Net 90,Paid,Delivered,92,226,447.47,111.15,19,WH_Timisoara,DDP,RON,0.9676,N/A,1.21,EMP00125,EMP00046,,2025-11-16 00:00:00,2025-11-19 00:00:00,101128.22,19214.36,120453.73,116551.03,134,3
9159,4,20251112,2025-11-12 00:00:00,DOC000449,PRD00228,SUPP00150,EMP00135,BL002,ACC20002,PO-573196,SINV-988942,Service,Net 90,Pending,Delivered,319,285,132.28,5.81,19,WH_Bucharest,DDP,RON,1.0218,Passed,4.33,EMP00054,EMP00131,,2025-12-23 00:00:00,2025-12-13 00:00:00,37699.8,7162.96,44868.57,45846.7,-34,-10
9160,1,20240820,2024-08-20 00:00:00,DOC001198,PRD00486,SUPP00034,EMP00066,BL003,ACC20002,PO-502275,SINV-996000,Stock,Net 30,Paid,Delivered,464,446,310.55,52.21,19,WH_Timisoara,DDP,RON,0.9583,Pending,2.53,EMP00218,EMP00004,,2024-09-27 00:00:00,2024-09-16 00:00:00,138505.3,26316.01,164873.52,157998.29,-18,-11
9161,11,20230731,2023-07-31 00:00:00,DOC003929,PRD00005,SUPP00086,EMP00194,BL004,ACC20002,PO-984136,SINV-329303,Service,Net 30,Paid,Delivered,213,271,321.91,1.62,19,WH_Bucharest,CIF,RON,0.9878,Passed,3.44,EMP00168,EMP00168,,2023-08-19 00:00:00,2023-09-14 00:00:00,87237.61,16575.15,103814.38,102547.84,58,26
9162,7,20230613,2023-06-13 00:00:00,DOC003023,PRD00460,SUPP00081,EMP00141,BL004,ACC20001,PO-174478,SINV-247771,Stock,Net 60,Paid,Delivered,198,473,360.63,35.71,19,WH_Cluj,EXW,RON,1.0001,Passed,3.36,EMP00005,EMP00182,,2023-07-20 00:00:00,2023-07-11 00:00:00,170577.99,32409.82,203023.52,203043.82,275,-9
9163,12,20230805,2023-08-05 00:00:00,DOC000300,PRD00481,SUPP00167,EMP00245,BL002,ACC20002,PO-318057,SINV-154868,Direct,Net 30,Paid,Pending,390,326,269.01,134.18,19,WH_Timisoara,EXW,RON,0.9522,Passed,0.19,EMP00100,EMP00116,Partial Delivery,2023-08-22 00:00:00,2023-08-21 00:00:00,87697.26,16662.48,104493.92,99499.11,-64,-1
9164,10,20250724,2025-07-24 00:00:00,DOC000629,PRD00484,SUPP00172,EMP00149,BL002,ACC20001,PO-155155,SINV-581450,Stock,Net 60,Paid,Delivered,413,446,223.91,4.96,19,WH_Bucharest,CIF,RON,1.0094,Passed,0.93,EMP00058,EMP00225,,2025-09-03 00:00:00,2025-08-03 00:00:00,99863.86,18974.13,118842.95,119960.07,33,-31
9165,9,20230830,2023-08-30 00:00:00,DOC003344,PRD00401,SUPP00136,EMP00086,BL004,ACC20002,PO-375664,SINV-959565,Stock,Net 30,Paid,Delivered,279,371,118.22,197.65,19,WH_Cluj,FOB,RON,1.0394,Passed,0.28,EMP00199,EMP00048,,2023-09-20 00:00:00,2023-10-04 00:00:00,43859.62,8333.33,52390.6,54454.79,92,14
9166,1,20250605,2025-06-05 00:00:00,DOC000100,PRD00124,SUPP00050,EMP00215,BL005,ACC20001,PO-317609,SINV-855617,Direct,Net 60,Paid,Delivered,412,239,257.99,152.04,19,WH_Timisoara,CIF,RON,0.986,Passed,0.52,EMP00131,EMP00094,,2025-06-26 00:00:00,2025-07-22 00:00:00,61659.61,11715.33,73526.98,72497.6,-173,26
9167,15,20250515,2025-05-15 00:00:00,DOC002430,PRD00033,SUPP00200,EMP00007,BL003,ACC20001,PO-826368,SINV-128820,Service,Net 30,Pending,In Transit,139,299,253.08,9.42,19,WH_Bucharest,CIF,RON,0.9869,Passed,3.34,EMP00166,EMP00226,,2025-06-26 00:00:00,2025-06-30 00:00:00,75670.92,14377.47,90057.81,88878.05,160,4
9168,15,20230820,2023-08-20 00:00:00,DOC001736,PRD00046,SUPP00111,EMP00135,BL001,ACC20002,PO-557668,SINV-571067,Stock,Net 60,Paid,Delivered,175,266,12.08,120.51,19,WH_Timisoara,DDP,RON,1.0288,Passed,4.98,EMP00173,EMP00007,Delayed,2023-09-18 00:00:00,2023-09-01 00:00:00,3213.28,610.52,3944.31,4057.91,91,-17
9169,14,20230315,2023-03-15 00:00:00,DOC002530,PRD00454,SUPP00016,EMP00194,BL003,ACC20001,PO-348886,SINV-260083,Stock,Net 30,Paid,Delivered,60,39,282.06,2.77,19,WH_Cluj,FOB,RON,1.0132,Passed,1.04,EMP00144,EMP00017,,2023-04-09 00:00:00,2023-03-24 00:00:00,11000.34,2090.06,13093.17,13266,-21,-16
9170,15,20251024,2025-10-24 00:00:00,DOC002652,PRD00317,SUPP00092,EMP00175,BL005,ACC20001,PO-272787,SINV-903675,Stock,Net 60,Pending,Delivered,181,112,304.45,113.31,19,WH_Cluj,EXW,RON,0.962,Passed,2.4,EMP00091,EMP00005,Rush Order,2025-12-06 00:00:00,2025-12-02 00:00:00,34098.4,6478.7,40690.41,39144.17,-69,-4
9171,4,20240320,2024-03-20 00:00:00,DOC002801,PRD00479,SUPP00016,EMP00007,BL006,ACC20002,PO-572638,SINV-610172,Stock,Prepaid,Partial,Delivered,10,91,347.65,0.11,19,WH_Timisoara,DDP,RON,0.9576,Passed,4.25,EMP00118,EMP00003,,2024-04-15 00:00:00,2024-04-20 00:00:00,31636.15,6010.87,37647.13,36050.89,81,5
9172,4,20250116,2025-01-16 00:00:00,DOC004823,PRD00362,SUPP00075,EMP00073,BL003,ACC20002,PO-800814,SINV-351366,Stock,Net 30,Paid,Delivered,196,82,7.79,178.62,19,WH_Bucharest,CIF,EUR,0.9923,Passed,0.71,EMP00237,EMP00164,,2025-02-05 00:00:00,2025-01-31 00:00:00,638.78,121.37,938.77,931.54,-114,-5
9173,4,20231115,2023-11-15 00:00:00,DOC002937,PRD00085,SUPP00051,EMP00178,BL006,ACC20001,PO-373261,SINV-677081,Stock,Prepaid,Partial,Delivered,487,224,425.34,77.31,19,WH_Timisoara,CIF,RON,1.0446,Passed,2.33,EMP00190,EMP00131,,2023-12-05 00:00:00,2023-11-29 00:00:00,95276.16,18102.47,113455.94,118516.07,-263,-6
9174,7,20240902,2024-09-02 00:00:00,DOC001246,PRD00029,SUPP00024,EMP00007,BL004,ACC20002,PO-563618,SINV-386926,Stock,Net 90,Paid,In Transit,347,119,462.46,7.96,19,WH_Bucharest,EXW,RON,0.9797,Passed,3.19,EMP00111,EMP00167,,2024-10-03 00:00:00,2024-10-12 00:00:00,55032.74,10456.22,65496.92,64167.33,-228,9
9175,8,20230210,2023-02-10 00:00:00,DOC003021,PRD00426,SUPP00104,EMP00178,BL006,ACC20001,PO-199729,SINV-187042,Stock,COD,Partial,Delivered,73,22,471.59,88.18,19,WH_Bucharest,DDP,RON,1.0047,Passed,0.4,EMP00224,EMP00142,,2023-02-22 00:00:00,2023-02-25 00:00:00,10374.98,1971.25,12434.41,12492.85,-51,3
9176,9,20250204,2025-02-04 00:00:00,DOC004829,PRD00214,SUPP00074,EMP00025,BL006,ACC20002,PO-659144,SINV-124996,Stock,Net 60,Paid,In Transit,30,97,408,31.12,19,WH_Bucharest,EXW,RON,1.0298,Passed,3.62,EMP00223,EMP00190,,2025-02-23 00:00:00,2025-02-26 00:00:00,39576,7519.44,47126.56,48530.93,67,3
9177,12,20241102,2024-11-02 00:00:00,DOC002794,PRD00200,SUPP00021,EMP00141,BL002,ACC20001,PO-912495,SINV-124395,Stock,Net 60,Pending,Delivered,314,50,134.87,88.89,19,WH_Timisoara,CIF,EUR,1.0391,N/A,1.51,EMP00040,EMP00145,,2024-12-15 00:00:00,2024-12-05 00:00:00,6743.5,1281.27,8113.66,8430.9,-264,-10
9178,11,20231103,2023-11-03 00:00:00,DOC003800,PRD00364,SUPP00145,EMP00215,BL006,ACC20001,PO-245455,SINV-334253,Direct,Net 90,Paid,Delivered,224,380,238.55,90.41,19,WH_Cluj,EXW,EUR,0.9724,Passed,4.54,EMP00211,EMP00163,,2023-12-11 00:00:00,2023-11-16 00:00:00,90649,17223.31,107962.72,104982.95,156,-25
9179,7,20240920,2024-09-20 00:00:00,DOC001262,PRD00097,SUPP00164,EMP00192,BL001,ACC20001,PO-444652,SINV-315998,Stock,Prepaid,Pending,In Transit,221,254,53.87,150.39,19,WH_Bucharest,CIF,RON,0.9577,Passed,4.45,EMP00147,EMP00139,,2024-11-03 00:00:00,2024-09-28 00:00:00,13682.98,2599.77,16433.14,15738.02,33,-36
9180,1,20240920,2024-09-20 00:00:00,DOC003831,PRD00005,SUPP00037,EMP00189,BL003,ACC20001,PO-212832,SINV-512320,Stock,Prepaid,Pending,Delivered,400,62,443.14,13.47,19,WH_Timisoara,EXW,RON,1.0103,Passed,2.82,EMP00241,EMP00104,,2024-10-02 00:00:00,2024-09-26 00:00:00,27474.68,5220.19,32708.34,33045.24,-338,-6
9181,3,20231119,2023-11-19 00:00:00,DOC001735,PRD00198,SUPP00143,EMP00010,BL002,ACC20001,PO-839798,SINV-395981,Stock,Prepaid,Partial,Partial,304,76,465.29,86.43,19,WH_Cluj,FOB,EUR,1.0405,Passed,1.8,EMP00041,EMP00135,,2023-12-22 00:00:00,2023-12-25 00:00:00,35362.04,6718.79,42167.26,43875.03,-228,3
9182,11,20240416,2024-04-16 00:00:00,DOC001797,PRD00453,SUPP00136,EMP00099,BL001,ACC20001,PO-291328,SINV-956583,Stock,Net 90,Paid,Delivered,297,219,337.33,174.66,19,WH_Timisoara,FOB,EUR,1.0252,Passed,2.95,EMP00115,EMP00247,,2024-04-30 00:00:00,2024-06-01 00:00:00,73875.27,14036.3,88086.23,90306,-78,32
9183,7,20250223,2025-02-23 00:00:00,DOC001036,PRD00482,SUPP00134,EMP00007,BL001,ACC20002,PO-546126,SINV-835105,Direct,Net 60,Pending,Delivered,104,265,125.49,51.83,19,WH_Bucharest,CIF,RON,0.9695,Passed,3.67,EMP00035,EMP00246,,2025-04-03 00:00:00,2025-03-29 00:00:00,33254.85,6318.42,39625.1,38416.53,161,-5
9184,14,20251109,2025-11-09 00:00:00,DOC000139,PRD00244,SUPP00051,EMP00010,BL004,ACC20001,PO-819822,SINV-627159,Stock,Net 60,Paid,Delivered,291,459,13.91,0.3,19,WH_Bucharest,CIF,RON,0.9805,Passed,3.55,EMP00074,EMP00246,,2025-12-08 00:00:00,2025-11-28 00:00:00,6384.69,1213.09,7598.08,7449.92,168,-10
9185,4,20230805,2023-08-05 00:00:00,DOC004774,PRD00245,SUPP00147,EMP00066,BL004,ACC20001,PO-276402,SINV-439742,Stock,Net 30,Pending,Delivered,32,21,393.81,93.31,19,WH_Bucharest,DDP,RON,1.034,Passed,0.94,EMP00089,EMP00223,,2023-09-01 00:00:00,2023-08-24 00:00:00,8270.01,1571.3,9934.62,10272.4,-11,-8
9186,11,20230923,2023-09-23 00:00:00,DOC001353,PRD00273,SUPP00066,EMP00215,BL006,ACC20001,PO-657745,SINV-369252,Service,Net 30,Paid,Delivered,212,198,17.71,18.52,19,WH_Bucharest,CIF,RON,1.0397,Passed,2.73,EMP00173,EMP00132,Quality Issues,2023-10-10 00:00:00,2023-10-09 00:00:00,3506.58,666.25,4191.35,4357.75,-14,-1
9187,4,20250524,2025-05-24 00:00:00,DOC000798,PRD00299,SUPP00194,EMP00007,BL001,ACC20002,PO-624873,SINV-232604,Stock,Net 30,Paid,Delivered,484,21,124.29,50.74,19,WH_Bucharest,DDP,RON,1.0099,Passed,4.04,EMP00226,EMP00039,,2025-06-10 00:00:00,2025-07-03 00:00:00,2610.09,495.92,3156.75,3188,-463,23
9188,4,20231017,2023-10-17 00:00:00,DOC004586,PRD00109,SUPP00022,EMP00066,BL002,ACC20001,PO-688121,SINV-393034,Stock,Prepaid,Paid,In Transit,435,244,362.98,121.08,19,WH_Cluj,DDP,EUR,1.0147,Passed,1.34,EMP00118,EMP00154,,2023-10-25 00:00:00,2023-12-05 00:00:00,88567.12,16827.75,105515.95,107067.03,-191,41
9189,4,20250215,2025-02-15 00:00:00,DOC000100,PRD00173,SUPP00090,EMP00010,BL001,ACC20001,PO-142743,SINV-238597,Stock,Net 90,Paid,Pending,114,120,239.4,147.58,19,WH_Timisoara,DDP,RON,0.9993,Passed,0.22,EMP00215,EMP00141,Rush Order,2025-03-30 00:00:00,2025-02-24 00:00:00,28728,5458.32,34333.9,34309.87,6,-34
9190,14,20240313,2024-03-13 00:00:00,DOC004012,PRD00393,SUPP00170,EMP00163,BL004,ACC20002,PO-777419,SINV-881849,Asset,Net 90,Paid,Delivered,454,74,110.93,136.5,19,WH_Bucharest,FOB,RON,1.0222,Passed,3.17,EMP00098,EMP00116,Rush Order,2024-04-03 00:00:00,2024-04-18 00:00:00,8208.82,1559.68,9905,10124.89,-380,15
9191,7,20230824,2023-08-24 00:00:00,DOC000726,PRD00231,SUPP00062,EMP00175,BL006,ACC20001,PO-783575,SINV-727513,Service,Net 60,Paid,Delivered,191,101,269.7,114.02,19,WH_Bucharest,CIF,RON,1.0104,Passed,1.67,EMP00166,EMP00112,,2023-08-31 00:00:00,2023-09-16 00:00:00,27239.7,5175.54,32529.26,32867.56,-90,16
9192,7,20240406,2024-04-06 00:00:00,DOC003700,PRD00426,SUPP00116,EMP00192,BL005,ACC20002,PO-159566,SINV-638871,Service,Net 60,Pending,In Transit,55,122,101.87,22.69,19,WH_Cluj,FOB,RON,0.9929,Passed,3.5,EMP00025,EMP00039,,2024-05-11 00:00:00,2024-04-26 00:00:00,12428.14,2361.35,14812.18,14707.01,67,-15
9193,9,20251222,2025-12-22 00:00:00,DOC001834,PRD00319,SUPP00164,EMP00245,BL002,ACC20001,PO-253863,SINV-626543,Stock,Net 30,Paid,Delivered,486,138,410.99,174.13,19,WH_Timisoara,DDP,RON,1.0032,N/A,2.67,EMP00221,EMP00107,,2026-01-11 00:00:00,2026-01-12 00:00:00,56716.62,10776.16,67666.91,67883.44,-348,1
9194,10,20231109,2023-11-09 00:00:00,DOC003767,PRD00291,SUPP00182,EMP00086,BL001,ACC20001,PO-878700,SINV-889350,Asset,Net 30,Paid,Delivered,303,248,12.61,199.9,19,WH_Timisoara,DDP,EUR,0.9602,Passed,4.52,EMP00044,EMP00094,,2023-11-20 00:00:00,2023-12-27 00:00:00,3127.28,594.18,3921.36,3765.29,-55,37
9195,5,20231011,2023-10-11 00:00:00,DOC004466,PRD00252,SUPP00073,EMP00007,BL005,ACC20002,PO-257485,SINV-616379,Service,Net 30,Paid,Delivered,373,14,53.58,184.15,19,WH_Cluj,EXW,RON,0.9947,Passed,2.26,EMP00127,EMP00222,,2023-11-18 00:00:00,2023-10-26 00:00:00,750.12,142.52,1076.79,1071.08,-359,-23
9196,11,20230918,2023-09-18 00:00:00,DOC003800,PRD00250,SUPP00004,EMP00250,BL003,ACC20002,PO-249418,SINV-808375,Direct,Prepaid,Paid,Delivered,90,452,494.97,194.61,19,WH_Cluj,EXW,RON,1.0199,Passed,2.72,EMP00081,EMP00108,,2023-10-15 00:00:00,2023-10-21 00:00:00,223726.44,42508.02,266429.07,271731.01,362,6
9197,9,20250807,2025-08-07 00:00:00,DOC000860,PRD00487,SUPP00003,EMP00141,BL003,ACC20002,PO-209524,SINV-546926,Stock,Net 90,Pending,Delivered,85,264,161.27,184.5,19,WH_Cluj,CIF,RON,1.0068,Passed,3.41,EMP00149,EMP00045,,2025-09-10 00:00:00,2025-08-20 00:00:00,42575.28,8089.3,50849.08,51194.85,179,-21
9198,3,20250603,2025-06-03 00:00:00,DOC004977,PRD00029,SUPP00044,EMP00141,BL005,ACC20002,PO-697226,SINV-779503,Direct,Net 60,Paid,Delivered,384,281,158.94,168.44,19,WH_Bucharest,EXW,EUR,1.009,Passed,1.3,EMP00198,EMP00048,Quality Issues,2025-07-11 00:00:00,2025-06-08 00:00:00,44662.14,8485.81,53316.39,53796.24,-103,-33
9199,1,20251202,2025-12-02 00:00:00,DOC004732,PRD00265,SUPP00071,EMP00163,BL002,ACC20001,PO-687697,SINV-529199,Stock,Prepaid,Pending,Delivered,96,83,227.09,36.61,19,WH_Cluj,FOB,RON,1.0442,Pending,1.42,EMP00141,EMP00242,,2026-01-06 00:00:00,2026-01-03 00:00:00,18848.47,3581.21,22466.29,23459.3,-13,-3
9200,5,20250406,2025-04-06 00:00:00,DOC000895,PRD00285,SUPP00081,EMP00250,BL004,ACC20001,PO-377374,SINV-783640,Asset,Net 30,Partial,Delivered,338,91,261.18,55.79,19,WH_Bucharest,EXW,RON,1.022,Passed,2.35,EMP00115,EMP00003,,2025-05-04 00:00:00,2025-05-12 00:00:00,23767.38,4515.8,28338.97,28962.43,-247,8
9201,9,20230621,2023-06-21 00:00:00,DOC000077,PRD00431,SUPP00154,EMP00163,BL004,ACC20001,PO-934459,SINV-222419,Stock,Net 60,Paid,In Transit,75,319,202.13,83.93,19,WH_Bucharest,EXW,RON,0.9748,Passed,3.45,EMP00168,EMP00082,,2023-07-14 00:00:00,2023-08-04 00:00:00,64479.47,12251.1,76814.5,74878.77,244,21
9202,12,20250530,2025-05-30 00:00:00,DOC000106,PRD00236,SUPP00031,EMP00031,BL002,ACC20002,PO-967369,SINV-439984,Stock,Net 30,Paid,Delivered,273,439,279.56,92.16,19,WH_Timisoara,CIF,RON,1.0038,Passed,0.78,EMP00065,EMP00140,,2025-07-03 00:00:00,2025-07-11 00:00:00,122726.84,23318.1,146137.1,146692.42,166,8
9203,1,20250320,2025-03-20 00:00:00,DOC001447,PRD00127,SUPP00171,EMP00245,BL002,ACC20002,PO-133663,SINV-808196,Service,Net 90,Paid,Delivered,389,234,84.78,166.96,19,WH_Timisoara,CIF,RON,1.0281,Passed,0.25,EMP00245,EMP00235,,2025-03-29 00:00:00,2025-04-10 00:00:00,19838.52,3769.32,23774.8,24442.87,-155,12
