Sales_ID,Sales_Line_Number,Date_ID,Transaction_DateTime,Document_ID,Product_ID,Customer_ID,Employee_ID,Business_Line_ID,Account_ID,Order_Number,Invoice_Number,Sales_Channel,Payment_Method,Payment_Status,Delivery_Method,Quantity,Unit_Price,Unit_Cost,Discount_Pct,Tax_Pct,Promotion_Code,Customer_Segment_Override,Sales_Region,Warehouse_Location,Created_By,Modified_By,Is_Return,Return_Reason,Notes,Gross_Amount,Discount_Amount,Net_Amount,Tax_Amount,Total_Amount,Cost_Amount,Profit_Amount,Profit_Margin_Pct,Created_Date,Modified_Date
7022,8,20231231,2023-12-31 12:28:00,DOC001746,PRD00315,CUST000213,EMP00187,BL002,ACC10001,ORD-580595,INV-523747,Online,Bank Transfer,Paid,Same-Day,69,384.61,63.96,0,19,BLACK_FRIDAY,,West,WH_Timisoara,EMP00075,EMP00122,0,,Special Instructions,26538.09,0,26538.09,5042.24,31580.33,4413.24,22124.85,83.37,2023-12-31 00:00:00,2024-01-01 00:00:00
7023,6,20240221,2024-02-21 10:42:00,DOC004468,PRD00127,CUST000057,EMP00098,BL004,ACC10001,ORD-520592,INV-955276,Online,PayPal,Paid,Pickup,6,831.34,170.12,0,19,LOYALTY10,,North,WH_Timisoara,EMP00012,EMP00224,0,,,4988.04,0,4988.04,947.73,5935.77,1020.72,3967.32,79.54,2024-02-21 00:00:00,2024-02-24 00:00:00
7024,9,20230121,2023-01-21 10:59:00,DOC001870,PRD00359,CUST000987,EMP00232,BL001,ACC10002,ORD-158192,INV-596688,In-Store,Credit Card,Paid,Standard,15,363.89,236.03,15,19,,,West,WH_Timisoara,EMP00084,EMP00120,0,,,5458.35,818.75,4639.6,881.52,5521.12,3540.45,1099.15,23.69,2023-01-21 00:00:00,2023-01-25 00:00:00
7025,5,20240905,2024-09-05 08:34:00,DOC004357,PRD00456,CUST000985,EMP00036,BL006,ACC10001,ORD-842557,INV-765102,Phone,Cash,Paid,Standard,31,329.22,480.26,0,19,,,Central,WH_Timisoara,EMP00241,EMP00072,0,,,10205.82,0,10205.82,1939.11,12144.93,14888.06,-4682.24,-45.88,2024-09-05 00:00:00,2024-09-06 00:00:00
7026,1,20240531,2024-05-31 15:29:00,DOC004306,PRD00004,CUST000982,EMP00214,BL006,ACC10002,ORD-850028,INV-482953,Mobile App,Cash,Paid,Express,36,249.76,341.2,10,19,,,North,WH_Cluj,EMP00164,EMP00061,0,,Special Instructions,8991.36,899.14,8092.22,1537.52,9629.74,12283.2,-4190.98,-51.79,2024-05-31 00:00:00,2024-06-02 00:00:00
7027,5,20241022,2024-10-22 16:02:00,DOC001476,PRD00492,CUST000011,EMP00151,BL003,ACC10002,ORD-491637,INV-793122,Online,Cash,Partial,Express,97,691.13,243.69,10,19,BLACK_FRIDAY,,North,WH_Timisoara,EMP00017,EMP00169,0,,,67039.61,6703.96,60335.65,11463.77,71799.42,23637.93,36697.72,60.82,2024-10-22 00:00:00,2024-10-22 00:00:00
7028,10,20231126,2023-11-26 12:09:00,DOC004190,PRD00386,CUST000838,EMP00014,BL004,ACC10002,ORD-511583,INV-238690,Online,Credit Card,Pending,Standard,7,878.34,322.5,10,19,,VIP,North,WH_Cluj,EMP00073,EMP00158,0,,,6148.38,614.84,5533.54,1051.37,6584.91,2257.5,3276.04,59.2,2023-11-26 00:00:00,2023-11-26 00:00:00
7029,7,20240113,2024-01-13 08:55:00,DOC003869,PRD00327,CUST000323,EMP00081,BL002,ACC10002,ORD-570629,INV-176760,Online,Cash,Paid,Standard,64,772.67,375.69,5,19,,,West,WH_Cluj,EMP00104,EMP00227,0,Defective,,49450.88,2472.54,46978.34,8925.88,55904.22,24044.16,22934.18,48.82,2024-01-13 00:00:00,2024-01-13 00:00:00
7030,7,20230609,2023-06-09 08:33:00,DOC000783,PRD00186,CUST000030,EMP00232,BL001,ACC10001,ORD-104965,INV-693237,In-Store,Credit Card,Paid,Standard,19,642.37,282.79,5,19,LOYALTY10,,East,WH_Timisoara,EMP00008,EMP00137,0,,,12205.03,610.25,11594.78,2203.01,13797.79,5373.01,6221.77,53.66,2023-06-09 00:00:00,2023-06-12 00:00:00
7031,4,20241019,2024-10-19 16:00:00,DOC002800,PRD00358,CUST000476,EMP00018,BL003,ACC10001,ORD-227048,INV-263978,In-Store,Bank Transfer,Paid,Standard,55,323.18,448.35,0,19,,,North,WH_Timisoara,EMP00060,EMP00247,0,,,17774.9,0,17774.9,3377.23,21152.13,24659.25,-6884.35,-38.73,2024-10-19 00:00:00,2024-10-19 00:00:00
7032,10,20231220,2023-12-20 08:05:00,DOC001510,PRD00062,CUST000361,EMP00109,BL005,ACC10002,ORD-137211,INV-717034,Online,Credit Card,Pending,Express,2,256.87,197.05,0,19,,,North,WH_Timisoara,EMP00101,EMP00186,1,,,513.74,0,513.74,97.61,611.35,394.1,119.64,23.29,2023-12-20 00:00:00,2023-12-20 00:00:00
7033,6,20230320,2023-03-20 16:05:00,DOC000814,PRD00354,CUST000721,EMP00014,BL004,ACC10001,ORD-469686,INV-854614,Phone,Bank Transfer,Paid,Pickup,98,515.58,380.34,20,19,,,East,WH_Cluj,EMP00240,EMP00119,0,,,50526.84,10105.37,40421.47,7680.08,48101.55,37273.32,3148.15,7.79,2023-03-20 00:00:00,2023-03-22 00:00:00
7034,6,20230601,2023-06-01 10:42:00,DOC004287,PRD00281,CUST000023,EMP00018,BL003,ACC10002,ORD-508470,INV-826535,Online,Credit Card,Paid,Pickup,57,108.14,31.01,0,19,SUMMER23,VIP,Central,WH_Timisoara,EMP00229,EMP00159,0,,,6163.98,0,6163.98,1171.16,7335.14,1767.57,4396.41,71.32,2023-06-01 00:00:00,2023-06-02 00:00:00
7035,10,20240531,2024-05-31 10:15:00,DOC002194,PRD00327,CUST000819,EMP00187,BL005,ACC10001,ORD-125887,INV-450244,Online,Bank Transfer,Pending,Standard,51,438.55,123.7,0,19,BLACK_FRIDAY,,West,WH_Timisoara,EMP00022,EMP00220,0,,,22366.05,0,22366.05,4249.55,26615.6,6308.7,16057.35,71.79,2024-05-31 00:00:00,2024-06-02 00:00:00
7036,10,20240118,2024-01-18 11:00:00,DOC004264,PRD00281,CUST000738,EMP00109,BL006,ACC10002,ORD-325616,INV-491835,Phone,Credit Card,Paid,Standard,36,617.36,249.05,0,19,FIRST_ORDER,,North,WH_Cluj,EMP00157,EMP00142,0,,Rush Order,22224.96,0,22224.96,4222.74,26447.7,8965.8,13259.16,59.66,2024-01-18 00:00:00,2024-01-21 00:00:00
7037,1,20241123,2024-11-23 12:04:00,DOC000792,PRD00123,CUST000341,EMP00051,BL002,ACC10001,ORD-941511,INV-213171,Partner,Credit Card,Pending,Standard,35,844.19,487.11,0,19,,,Central,WH_Cluj,EMP00038,EMP00059,0,,Special Instructions,29546.65,0,29546.65,5613.86,35160.51,17048.85,12497.8,42.3,2024-11-23 00:00:00,2024-11-25 00:00:00
7038,5,20231218,2023-12-18 13:24:00,DOC002838,PRD00322,CUST000517,EMP00014,BL006,ACC10001,ORD-126277,INV-709535,Mobile App,Credit Card,Pending,Standard,37,376.55,367.76,0,19,FIRST_ORDER,,North,WH_Cluj,EMP00212,EMP00033,0,,,13932.35,0,13932.35,2647.15,16579.5,13607.12,325.23,2.33,2023-12-18 00:00:00,2023-12-18 00:00:00
7039,7,20250808,2025-08-08 13:57:00,DOC000392,PRD00282,CUST000818,EMP00193,BL002,ACC10002,ORD-553693,INV-651538,Online,Credit Card,Paid,Standard,36,221.46,15.83,5,19,,,Central,WH_Bucharest,EMP00171,EMP00104,0,,,7972.56,398.63,7573.93,1439.05,9012.98,569.88,7004.05,92.48,2025-08-08 00:00:00,2025-08-08 00:00:00
7040,5,20230513,2023-05-13 17:26:00,DOC001573,PRD00228,CUST000256,EMP00193,BL005,ACC10001,ORD-592074,INV-422581,Partner,Credit Card,Paid,Standard,5,537.68,370,25,19,SUMMER23,,East,WH_Cluj,EMP00122,EMP00144,0,,,2688.4,672.1,2016.3,383.1,2399.4,1850,166.3,8.25,2023-05-13 00:00:00,2023-05-15 00:00:00
7041,8,20240925,2024-09-25 16:41:00,DOC000288,PRD00496,CUST000172,EMP00232,BL003,ACC10001,ORD-143995,INV-817369,In-Store,Credit Card,Paid,Standard,90,477.12,102.76,0,19,FIRST_ORDER,,South,WH_Timisoara,EMP00173,EMP00121,0,,,42940.8,0,42940.8,8158.75,51099.55,9248.4,33692.4,78.46,2024-09-25 00:00:00,2024-09-27 00:00:00
7042,1,20230618,2023-06-18 08:52:00,DOC002719,PRD00358,CUST000888,EMP00098,BL004,ACC10001,ORD-285940,INV-261302,In-Store,Credit Card,Overdue,Standard,21,351.33,390.67,5,19,,,North,WH_Bucharest,EMP00097,EMP00003,0,,,7377.93,368.9,7009.03,1331.72,8340.75,8204.07,-1195.04,-17.05,2023-06-18 00:00:00,2023-06-20 00:00:00
7043,9,20250515,2025-05-15 16:59:00,DOC003516,PRD00362,CUST000527,EMP00036,BL002,ACC10002,ORD-264405,INV-259329,Online,Credit Card,Paid,Express,53,160.88,440.81,10,19,,,Central,WH_Cluj,EMP00013,EMP00127,0,Defective,,8526.64,852.66,7673.98,1458.06,9132.04,23362.93,-15688.95,-204.44,2025-05-15 00:00:00,2025-05-18 00:00:00
7044,2,20240126,2024-01-26 11:54:00,DOC002800,PRD00183,CUST000622,EMP00018,BL002,ACC10002,ORD-223372,INV-970433,Mobile App,Credit Card,Paid,Pickup,89,753.06,400.69,20,19,,,Central,WH_Cluj,EMP00076,EMP00235,0,,,67022.34,13404.47,53617.87,10187.4,63805.27,35661.41,17956.46,33.49,2024-01-26 00:00:00,2024-01-27 00:00:00
7045,8,20250330,2025-03-30 14:37:00,DOC004451,PRD00494,CUST000514,EMP00081,BL003,ACC10002,ORD-533846,INV-918409,Phone,Credit Card,Paid,Pickup,45,284.98,114.59,10,19,,,East,WH_Cluj,EMP00059,EMP00075,0,,Rush Order,12824.1,1282.41,11541.69,2192.92,13734.61,5156.55,6385.14,55.32,2025-03-30 00:00:00,2025-03-30 00:00:00
7046,5,20230408,2023-04-08 13:42:00,DOC003279,PRD00131,CUST000920,EMP00002,BL006,ACC10002,ORD-803325,INV-906065,Mobile App,Credit Card,Pending,Standard,89,529.25,329.79,25,19,SUMMER23,,Central,WH_Cluj,EMP00081,EMP00128,0,,,47103.25,11775.81,35327.44,6712.21,42039.65,29351.31,5976.13,16.92,2023-04-08 00:00:00,2023-04-08 00:00:00
7047,10,20250918,2025-09-18 16:25:00,DOC001520,PRD00430,CUST000694,EMP00036,BL002,ACC10002,ORD-670796,INV-821966,Online,Bank Transfer,Paid,Standard,76,192.39,493,0,19,FIRST_ORDER,,West,WH_Cluj,EMP00134,EMP00183,0,,,14621.64,0,14621.64,2778.11,17399.75,37468,-22846.36,-156.25,2025-09-18 00:00:00,2025-09-21 00:00:00
7048,7,20250218,2025-02-18 09:15:00,DOC000034,PRD00157,CUST000778,EMP00058,BL001,ACC10001,ORD-973426,INV-693367,In-Store,Credit Card,Paid,Pickup,38,967.76,477.23,20,19,,,Central,WH_Timisoara,EMP00221,EMP00111,0,,,36774.88,7354.98,29419.9,5589.78,35009.68,18134.74,11285.16,38.36,2025-02-18 00:00:00,2025-02-18 00:00:00
7049,7,20231206,2023-12-06 18:51:00,DOC002424,PRD00186,CUST000212,EMP00058,BL005,ACC10001,ORD-415821,INV-951632,In-Store,Cash,Paid,Express,70,812.92,498.99,0,19,,VIP,South,WH_Bucharest,EMP00148,EMP00122,0,,,56904.4,0,56904.4,10811.84,67716.24,34929.3,21975.1,38.62,2023-12-06 00:00:00,2023-12-07 00:00:00
7050,1,20230512,2023-05-12 09:44:00,DOC002751,PRD00395,CUST000803,EMP00002,BL004,ACC10002,ORD-891473,INV-631330,In-Store,Credit Card,Paid,Express,7,741.93,272.46,5,19,SUMMER23,VIP,East,WH_Timisoara,EMP00237,EMP00129,0,,,5193.51,259.68,4933.83,937.43,5871.26,1907.22,3026.61,61.34,2023-05-12 00:00:00,2023-05-14 00:00:00
7051,8,20230729,2023-07-29 14:43:00,DOC002446,PRD00235,CUST000382,EMP00098,BL003,ACC10002,ORD-164946,INV-469565,In-Store,Credit Card,Pending,Express,8,447.53,176.33,20,19,,,East,WH_Bucharest,EMP00150,EMP00233,0,,,3580.24,716.05,2864.19,544.2,3408.39,1410.64,1453.55,50.75,2023-07-29 00:00:00,2023-07-31 00:00:00
7052,3,20251025,2025-10-25 19:49:00,DOC003702,PRD00149,CUST000041,EMP00003,BL001,ACC10002,ORD-120694,INV-487862,Online,Bank Transfer,Paid,Standard,30,900.3,216.25,10,19,BLACK_FRIDAY,,East,WH_Cluj,EMP00229,EMP00236,0,,,27009,2700.9,24308.1,4618.54,28926.64,6487.5,17820.6,73.31,2025-10-25 00:00:00,2025-10-28 00:00:00
7053,4,20240112,2024-01-12 16:25:00,DOC002136,PRD00043,CUST000303,EMP00037,BL002,ACC10002,ORD-460773,INV-650464,Phone,Cash,Paid,Express,84,21.89,49.51,0,19,,,Central,WH_Cluj,EMP00195,EMP00075,0,,,1838.76,0,1838.76,349.36,2188.12,4158.84,-2320.08,-126.18,2024-01-12 00:00:00,2024-01-14 00:00:00
7054,3,20241001,2024-10-01 12:44:00,DOC000344,PRD00004,CUST000126,EMP00190,BL002,ACC10002,ORD-406066,INV-798129,Phone,Credit Card,Paid,Standard,77,611.14,340.41,0,19,,,Central,WH_Timisoara,EMP00090,EMP00118,0,,,47057.78,0,47057.78,8940.98,55998.76,26211.57,20846.21,44.3,2024-10-01 00:00:00,2024-10-02 00:00:00
7055,2,20251213,2025-12-13 14:36:00,DOC001595,PRD00325,CUST000758,EMP00037,BL001,ACC10002,ORD-642787,INV-352644,Mobile App,Credit Card,Pending,Express,80,393.57,118.86,0,19,FIRST_ORDER,,East,WH_Cluj,EMP00133,EMP00120,0,,,31485.6,0,31485.6,5982.26,37467.86,9508.8,21976.8,69.8,2025-12-13 00:00:00,2025-12-17 00:00:00
7056,7,20240316,2024-03-16 18:27:00,DOC001573,PRD00198,CUST000341,EMP00187,BL002,ACC10001,ORD-287952,INV-531042,Partner,Cash,Paid,Express,24,47.18,402.11,0,19,,,West,WH_Cluj,EMP00016,EMP00108,0,,Gift Wrap,1132.32,0,1132.32,215.14,1347.46,9650.64,-8518.32,-752.29,2024-03-16 00:00:00,2024-03-16 00:00:00
7057,10,20230829,2023-08-29 15:27:00,DOC001448,PRD00278,CUST000926,EMP00081,BL005,ACC10001,ORD-899766,INV-277658,Online,PayPal,Paid,Standard,81,242.54,475.91,10,19,,,South,WH_Cluj,EMP00167,EMP00123,0,Wrong Item,Rush Order,19645.74,1964.57,17681.17,3359.42,21040.59,38548.71,-20867.54,-118.02,2023-08-29 00:00:00,2023-08-29 00:00:00
7058,5,20240515,2024-05-15 15:29:00,DOC002698,PRD00366,CUST000765,EMP00153,BL002,ACC10002,ORD-612900,INV-494711,Online,Bank Transfer,Paid,Standard,77,161.67,185.52,0,19,,,South,WH_Timisoara,EMP00154,EMP00167,0,,,12448.59,0,12448.59,2365.23,14813.82,14285.04,-1836.45,-14.75,2024-05-15 00:00:00,2024-05-15 00:00:00
7059,7,20230123,2023-01-23 11:57:00,DOC002786,PRD00359,CUST000477,EMP00168,BL004,ACC10002,ORD-603231,INV-364216,Phone,Crypto,Paid,Standard,84,455.76,331.1,5,19,,,Central,WH_Timisoara,EMP00085,EMP00042,0,,,38283.84,1914.19,36369.65,6910.23,43279.88,27812.4,8557.25,23.53,2023-01-23 00:00:00,2023-01-24 00:00:00
7060,1,20240923,2024-09-23 17:12:00,DOC003705,PRD00006,CUST000634,EMP00014,BL005,ACC10002,ORD-696256,INV-244129,Mobile App,Credit Card,Paid,Pickup,76,837.96,413.27,0,19,LOYALTY10,,North,WH_Timisoara,EMP00097,EMP00101,0,,Fragile,63684.96,0,63684.96,12100.14,75785.1,31408.52,32276.44,50.68,2024-09-23 00:00:00,2024-09-25 00:00:00
7061,10,20251013,2025-10-13 14:24:00,DOC003650,PRD00462,CUST000867,EMP00229,BL003,ACC10002,ORD-762091,INV-417625,Online,Credit Card,Pending,Express,21,262.65,121.34,0,19,SUMMER23,VIP,East,WH_Bucharest,EMP00043,EMP00175,0,,,5515.65,0,5515.65,1047.97,6563.62,2548.14,2967.51,53.8,2025-10-13 00:00:00,2025-10-15 00:00:00
7062,2,20230624,2023-06-24 08:44:00,DOC002341,PRD00150,CUST000934,EMP00058,BL005,ACC10002,ORD-238467,INV-333685,Online,Credit Card,Paid,Standard,38,642.45,117.11,0,19,SUMMER23,,West,WH_Cluj,EMP00103,EMP00225,0,,,24413.1,0,24413.1,4638.49,29051.59,4450.18,19962.92,81.77,2023-06-24 00:00:00,2023-06-27 00:00:00
7063,6,20230717,2023-07-17 11:50:00,DOC002634,PRD00272,CUST000538,EMP00018,BL003,ACC10002,ORD-837850,INV-404200,Mobile App,Cash,Paid,Express,37,228.25,45.94,0,19,,VIP,West,WH_Cluj,EMP00195,EMP00240,0,,,8445.25,0,8445.25,1604.6,10049.85,1699.78,6745.47,79.87,2023-07-17 00:00:00,2023-07-20 00:00:00
7064,6,20230409,2023-04-09 19:18:00,DOC002424,PRD00480,CUST000532,EMP00081,BL003,ACC10002,ORD-438524,INV-503318,Partner,Credit Card,Pending,Standard,85,219.63,150.22,0,19,,,South,WH_Cluj,EMP00177,EMP00218,0,,Rush Order,18668.55,0,18668.55,3547.02,22215.57,12768.7,5899.85,31.6,2023-04-09 00:00:00,2023-04-11 00:00:00
7065,3,20250114,2025-01-14 12:12:00,DOC002637,PRD00164,CUST000292,EMP00113,BL005,ACC10001,ORD-473254,INV-598741,In-Store,Cash,Paid,Standard,21,162.97,445.06,20,19,,,West,WH_Cluj,EMP00140,EMP00091,0,,,3422.37,684.47,2737.9,520.2,3258.1,9346.26,-6608.36,-241.37,2025-01-14 00:00:00,2025-01-14 00:00:00
7066,10,20240328,2024-03-28 17:59:00,DOC003541,PRD00178,CUST000832,EMP00049,BL004,ACC10001,ORD-980170,INV-895279,Mobile App,Crypto,Paid,Standard,99,499.42,57.21,5,19,,,West,WH_Cluj,EMP00243,EMP00098,0,Defective,Rush Order,49442.58,2472.13,46970.45,8924.39,55894.84,5663.79,41306.66,87.94,2024-03-28 00:00:00,2024-03-31 00:00:00
7067,1,20250831,2025-08-31 19:10:00,DOC004741,PRD00058,CUST000555,EMP00214,BL002,ACC10002,ORD-614607,INV-557918,Phone,Cash,Paid,Express,97,397.43,146.35,5,19,,,East,WH_Bucharest,EMP00016,EMP00172,0,,,38550.71,1927.54,36623.17,6958.4,43581.57,14195.95,22427.22,61.24,2025-08-31 00:00:00,2025-09-02 00:00:00
7068,3,20240513,2024-05-13 14:47:00,DOC004617,PRD00199,CUST000680,EMP00014,BL006,ACC10001,ORD-646421,INV-901322,Online,Bank Transfer,Pending,Express,70,173.41,427.72,0,19,,,North,WH_Bucharest,EMP00205,EMP00164,0,,,12138.7,0,12138.7,2306.35,14445.05,29940.4,-17801.7,-146.65,2024-05-13 00:00:00,2024-05-17 00:00:00
7069,4,20230521,2023-05-21 19:22:00,DOC000221,PRD00087,CUST000530,EMP00036,BL005,ACC10001,ORD-946761,INV-892168,Online,Credit Card,Paid,Express,5,368.58,416.91,5,19,,,Central,WH_Cluj,EMP00118,EMP00025,0,,Rush Order,1842.9,92.14,1750.76,332.64,2083.4,2084.55,-333.79,-19.07,2023-05-21 00:00:00,2023-05-24 00:00:00
7070,1,20250211,2025-02-11 13:13:00,DOC003017,PRD00379,CUST000918,EMP00014,BL003,ACC10001,ORD-476569,INV-390831,Online,Bank Transfer,Paid,Pickup,29,162.84,59.09,0,19,FIRST_ORDER,,South,WH_Timisoara,EMP00079,EMP00088,0,,,4722.36,0,4722.36,897.25,5619.61,1713.61,3008.75,63.71,2025-02-11 00:00:00,2025-02-14 00:00:00
7071,7,20230624,2023-06-24 11:09:00,DOC003075,PRD00179,CUST000205,EMP00153,BL005,ACC10001,ORD-121437,INV-196974,In-Store,PayPal,Partial,Standard,21,390.71,363.06,5,19,BLACK_FRIDAY,VIP,West,WH_Timisoara,EMP00002,EMP00063,0,,,8204.91,410.25,7794.66,1480.99,9275.65,7624.26,170.4,2.19,2023-06-24 00:00:00,2023-06-24 00:00:00
7072,3,20240224,2024-02-24 10:33:00,DOC003465,PRD00078,CUST000079,EMP00051,BL003,ACC10001,ORD-821134,INV-155814,In-Store,PayPal,Pending,Standard,67,672.04,188.54,5,19,BLACK_FRIDAY,,South,WH_Cluj,EMP00177,EMP00219,0,,,45026.68,2251.33,42775.35,8127.32,50902.67,12632.18,30143.17,70.47,2024-02-24 00:00:00,2024-02-27 00:00:00
7073,8,20241106,2024-11-06 18:39:00,DOC004175,PRD00047,CUST000528,EMP00051,BL003,ACC10001,ORD-439405,INV-920378,Partner,PayPal,Pending,Express,76,900.96,27.25,20,19,,,East,WH_Cluj,EMP00220,EMP00130,0,,,68472.96,13694.59,54778.37,10407.89,65186.26,2071,52707.37,96.22,2024-11-06 00:00:00,2024-11-10 00:00:00
7074,7,20240615,2024-06-15 13:22:00,DOC002353,PRD00437,CUST000473,EMP00055,BL001,ACC10001,ORD-233110,INV-476593,In-Store,Credit Card,Pending,Express,47,337.2,29.69,10,19,,,West,WH_Cluj,EMP00021,EMP00067,0,,,15848.4,1584.84,14263.56,2710.08,16973.64,1395.43,12868.13,90.22,2024-06-15 00:00:00,2024-06-17 00:00:00
7075,6,20250706,2025-07-06 17:39:00,DOC002300,PRD00134,CUST000771,EMP00187,BL006,ACC10002,ORD-728008,INV-769013,Online,Cash,Paid,Standard,62,248.86,167.22,15,19,FIRST_ORDER,,East,WH_Cluj,EMP00107,EMP00116,0,,,15429.32,2314.4,13114.92,2491.83,15606.75,10367.64,2747.28,20.95,2025-07-06 00:00:00,2025-07-09 00:00:00
7076,8,20231227,2023-12-27 19:57:00,DOC003124,PRD00490,CUST000837,EMP00098,BL004,ACC10002,ORD-321864,INV-654813,Online,Credit Card,Pending,Standard,11,355.95,412.79,20,19,BLACK_FRIDAY,,West,WH_Bucharest,EMP00052,EMP00072,0,,,3915.45,783.09,3132.36,595.15,3727.51,4540.69,-1408.33,-44.96,2023-12-27 00:00:00,2023-12-27 00:00:00
7077,9,20240321,2024-03-21 12:53:00,DOC003279,PRD00153,CUST000923,EMP00018,BL006,ACC10002,ORD-110070,INV-872797,Mobile App,PayPal,Paid,Express,13,396.25,429.42,10,19,,,West,WH_Cluj,EMP00209,EMP00059,0,Defective,,5151.25,515.12,4636.13,880.86,5516.99,5582.46,-946.33,-20.41,2024-03-21 00:00:00,2024-03-25 00:00:00
7078,2,20240709,2024-07-09 19:20:00,DOC001982,PRD00387,CUST000103,EMP00037,BL004,ACC10001,ORD-418950,INV-442333,In-Store,PayPal,Paid,Same-Day,13,473.35,435.85,10,19,,,Central,WH_Timisoara,EMP00112,EMP00100,0,,,6153.55,615.36,5538.19,1052.26,6590.45,5666.05,-127.86,-2.31,2024-07-09 00:00:00,2024-07-12 00:00:00
7079,10,20241208,2024-12-08 10:58:00,DOC003043,PRD00269,CUST000097,EMP00151,BL006,ACC10002,ORD-281991,INV-743340,Mobile App,Cash,Pending,Standard,42,394.36,96.06,10,19,,,West,WH_Cluj,EMP00013,EMP00049,0,,,16563.12,1656.31,14906.81,2832.29,17739.1,4034.52,10872.29,72.94,2024-12-08 00:00:00,2024-12-08 00:00:00
7080,9,20240714,2024-07-14 11:19:00,DOC003153,PRD00115,CUST000936,EMP00051,BL003,ACC10002,ORD-823844,INV-770010,Partner,Credit Card,Partial,Express,62,925.64,292.02,5,19,SUMMER23,,South,WH_Cluj,EMP00236,EMP00117,0,Customer Changed Mind,Rush Order,57389.68,2869.48,54520.2,10358.84,64879.04,18105.24,36414.96,66.79,2024-07-14 00:00:00,2024-07-14 00:00:00
7081,10,20250923,2025-09-23 09:31:00,DOC000057,PRD00053,CUST000614,EMP00113,BL003,ACC10002,ORD-873792,INV-505401,Partner,Credit Card,Paid,Express,14,373.54,46.7,0,19,SUMMER23,,South,WH_Timisoara,EMP00020,EMP00229,0,,,5229.56,0,5229.56,993.62,6223.18,653.8,4575.76,87.5,2025-09-23 00:00:00,2025-09-23 00:00:00
7082,5,20230228,2023-02-28 16:13:00,DOC002575,PRD00242,CUST000516,EMP00190,BL002,ACC10001,ORD-315471,INV-945820,Mobile App,PayPal,Overdue,Standard,55,56.33,422.86,10,19,,,North,WH_Cluj,EMP00093,EMP00075,0,,,3098.15,309.82,2788.33,529.78,3318.11,23257.3,-20468.97,-734.09,2023-02-28 00:00:00,2023-03-03 00:00:00
7083,1,20250603,2025-06-03 14:23:00,DOC002995,PRD00323,CUST000683,EMP00113,BL003,ACC10001,ORD-627358,INV-107184,Mobile App,Credit Card,Paid,Standard,79,772.44,458.97,0,19,,,West,WH_Bucharest,EMP00087,EMP00170,0,,,61022.76,0,61022.76,11594.32,72617.08,36258.63,24764.13,40.58,2025-06-03 00:00:00,2025-06-05 00:00:00
7084,1,20250824,2025-08-24 19:45:00,DOC001979,PRD00287,CUST000614,EMP00168,BL003,ACC10001,ORD-321099,INV-483888,In-Store,Cash,Paid,Standard,25,418.24,368.46,25,19,,,Central,WH_Bucharest,EMP00216,EMP00214,0,,,10456,2614,7842,1489.98,9331.98,9211.5,-1369.5,-17.46,2025-08-24 00:00:00,2025-08-24 00:00:00
7085,7,20250802,2025-08-02 17:17:00,DOC003523,PRD00383,CUST000820,EMP00026,BL006,ACC10001,ORD-467049,INV-808862,Partner,Bank Transfer,Paid,Standard,40,658.32,52.13,0,19,FIRST_ORDER,VIP,South,WH_Timisoara,EMP00043,EMP00220,0,,,26332.8,0,26332.8,5003.23,31336.03,2085.2,24247.6,92.08,2025-08-02 00:00:00,2025-08-06 00:00:00
7086,6,20230920,2023-09-20 10:46:00,DOC003194,PRD00067,CUST000248,EMP00113,BL004,ACC10001,ORD-101468,INV-154799,Phone,Cash,Paid,Express,22,607.21,142.71,10,19,LOYALTY10,,Central,WH_Cluj,EMP00182,EMP00054,0,,Gift Wrap,13358.62,1335.86,12022.76,2284.32,14307.08,3139.62,8883.14,73.89,2023-09-20 00:00:00,2023-09-21 00:00:00
7087,10,20230715,2023-07-15 15:53:00,DOC003699,PRD00337,CUST000820,EMP00126,BL003,ACC10002,ORD-533418,INV-213400,Phone,Crypto,Paid,Standard,16,847.35,395.45,15,19,,,East,WH_Cluj,EMP00223,EMP00140,1,,,13557.6,2033.64,11523.96,2189.55,13713.51,6327.2,5196.76,45.1,2023-07-15 00:00:00,2023-07-17 00:00:00
7088,9,20231220,2023-12-20 15:29:00,DOC001877,PRD00183,CUST000629,EMP00229,BL002,ACC10001,ORD-736217,INV-536664,Mobile App,Cash,Paid,Express,73,742.17,277.94,5,19,,,Central,WH_Timisoara,EMP00103,EMP00195,0,Customer Changed Mind,Rush Order,54178.41,2708.92,51469.49,9779.2,61248.69,20289.62,31179.87,60.58,2023-12-20 00:00:00,2023-12-20 00:00:00
7089,1,20250604,2025-06-04 18:27:00,DOC003075,PRD00231,CUST000322,EMP00081,BL001,ACC10002,ORD-707922,INV-563869,Mobile App,Cash,Pending,Express,77,220.54,75.18,10,19,,,East,WH_Cluj,EMP00195,EMP00169,0,,,16981.58,1698.16,15283.42,2903.85,18187.27,5788.86,9494.56,62.12,2025-06-04 00:00:00,2025-06-05 00:00:00
7090,10,20250729,2025-07-29 08:47:00,DOC002444,PRD00450,CUST000446,EMP00051,BL001,ACC10002,ORD-500124,INV-289196,In-Store,Cash,Paid,Express,73,822.67,497.09,5,19,,Corporate,South,WH_Bucharest,EMP00176,EMP00179,0,,,60054.91,3002.75,57052.16,10839.91,67892.07,36287.57,20764.59,36.4,2025-07-29 00:00:00,2025-08-02 00:00:00
