Document_ID,Document_Number,Document_Type,Document_Date,Status
DOC003756,INV-003756,Purchase_Order,2025-06-02 00:00:00,Posted
DOC003757,INV-003757,Sales_Invoice,2024-02-23 00:00:00,Posted
DOC003758,INV-003758,Sales_Invoice,2025-05-14 00:00:00,Posted
DOC003759,INV-003759,Budget_Entry,2025-02-27 00:00:00,Posted
DOC003760,INV-003760,Stock_Movement,2024-05-09 00:00:00,Posted
DOC003761,INV-003761,Purchase_Order,2025-11-28 00:00:00,Posted
DOC003762,INV-003762,Sales_Invoice,2023-06-11 00:00:00,Posted
DOC003763,INV-003763,Sales_Invoice,2023-05-01 00:00:00,Posted
DOC003764,INV-003764,Payroll,2024-02-03 00:00:00,Posted
DOC003765,INV-003765,Budget_Entry,2024-12-28 00:00:00,Posted
DOC003766,INV-003766,Stock_Movement,2024-07-14 00:00:00,Posted
DOC003767,INV-003767,Purchase_Order,2024-08-26 00:00:00,Posted
DOC003768,INV-003768,Sales_Invoice,2024-06-23 00:00:00,Posted
DOC003769,INV-003769,Payroll,2023-12-22 00:00:00,Posted
DOC003770,INV-003770,Budget_Entry,2024-10-21 00:00:00,Approved
DOC003771,INV-003771,Budget_Entry,2024-03-07 00:00:00,Approved
DOC003772,INV-003772,Purchase_Order,2025-12-24 00:00:00,Posted
DOC003773,INV-003773,Sales_Invoice,2024-07-16 00:00:00,Approved
DOC003774,INV-003774,Purchase_Order,2025-03-27 00:00:00,Posted
DOC003775,INV-003775,Purchase_Order,2024-12-11 00:00:00,Posted
DOC003776,INV-003776,Payroll,2023-01-12 00:00:00,Draft
DOC003777,INV-003777,Budget_Entry,2023-08-27 00:00:00,Posted
DOC003778,INV-003778,Stock_Movement,2024-03-28 00:00:00,Posted
DOC003779,INV-003779,Budget_Entry,2024-01-18 00:00:00,Posted
DOC003780,INV-003780,Budget_Entry,2025-02-20 00:00:00,Posted
DOC003781,INV-003781,Payroll,2023-02-17 00:00:00,Posted
DOC003782,INV-003782,Stock_Movement,2023-11-13 00:00:00,Posted
DOC003783,INV-003783,Sales_Invoice,2023-07-28 00:00:00,Posted
DOC003784,INV-003784,Stock_Movement,2024-07-30 00:00:00,Posted
DOC003785,INV-003785,Sales_Invoice,2023-11-11 00:00:00,Posted
DOC003786,INV-003786,Stock_Movement,2025-01-23 00:00:00,Posted
DOC003787,INV-003787,Purchase_Order,2025-11-25 00:00:00,Posted
DOC003788,INV-003788,Stock_Movement,2025-07-03 00:00:00,Posted
DOC003789,INV-003789,Payroll,2025-01-24 00:00:00,Draft
DOC003790,INV-003790,Sales_Invoice,2024-07-07 00:00:00,Posted
DOC003791,INV-003791,Budget_Entry,2024-02-07 00:00:00,Draft
DOC003792,INV-003792,Payroll,2023-02-08 00:00:00,Posted
DOC003793,INV-003793,Sales_Invoice,2024-08-03 00:00:00,Posted
DOC003794,INV-003794,Sales_Invoice,2023-06-29 00:00:00,Posted
DOC003795,INV-003795,Budget_Entry,2023-01-12 00:00:00,Posted
DOC003796,INV-003796,Purchase_Order,2025-07-31 00:00:00,Posted
DOC003797,INV-003797,Payroll,2024-07-01 00:00:00,Posted
DOC003798,INV-003798,Budget_Entry,2023-03-04 00:00:00,Posted
DOC003799,INV-003799,Budget_Entry,2025-04-23 00:00:00,Posted
DOC003800,INV-003800,Purchase_Order,2025-10-05 00:00:00,Posted
DOC003801,INV-003801,Payroll,2023-02-03 00:00:00,Posted
DOC003802,INV-003802,Budget_Entry,2025-01-21 00:00:00,Posted
DOC003803,INV-003803,Purchase_Order,2023-02-18 00:00:00,Cancelled
DOC003804,INV-003804,Payroll,2024-10-19 00:00:00,Draft
DOC003805,INV-003805,Stock_Movement,2024-12-01 00:00:00,Posted
DOC003806,INV-003806,Sales_Invoice,2025-12-16 00:00:00,Posted
DOC003807,INV-003807,Purchase_Order,2023-04-19 00:00:00,Draft
DOC003808,INV-003808,Sales_Invoice,2025-09-11 00:00:00,Posted
DOC003809,INV-003809,Stock_Movement,2023-01-24 00:00:00,Posted
DOC003810,INV-003810,Budget_Entry,2023-08-09 00:00:00,Posted
DOC003811,INV-003811,Budget_Entry,2023-11-11 00:00:00,Posted
DOC003812,INV-003812,Payroll,2023-10-21 00:00:00,Posted
DOC003813,INV-003813,Purchase_Order,2025-10-30 00:00:00,Posted
DOC003814,INV-003814,Purchase_Order,2025-10-16 00:00:00,Posted
DOC003815,INV-003815,Payroll,2025-10-14 00:00:00,Posted
DOC003816,INV-003816,Sales_Invoice,2024-09-29 00:00:00,Posted
DOC003817,INV-003817,Budget_Entry,2023-09-24 00:00:00,Approved
DOC003818,INV-003818,Budget_Entry,2023-03-29 00:00:00,Posted
DOC003819,INV-003819,Purchase_Order,2024-03-30 00:00:00,Posted
DOC003820,INV-003820,Purchase_Order,2025-01-26 00:00:00,Posted
DOC003821,INV-003821,Payroll,2024-03-06 00:00:00,Posted
DOC003822,INV-003822,Stock_Movement,2025-06-29 00:00:00,Posted
DOC003823,INV-003823,Sales_Invoice,2023-08-30 00:00:00,Posted
DOC003824,INV-003824,Stock_Movement,2024-12-02 00:00:00,Posted
DOC003825,INV-003825,Stock_Movement,2025-06-20 00:00:00,Posted
DOC003826,INV-003826,Purchase_Order,2025-01-10 00:00:00,Posted
DOC003827,INV-003827,Purchase_Order,2023-03-07 00:00:00,Posted
DOC003828,INV-003828,Purchase_Order,2025-08-29 00:00:00,Posted
DOC003829,INV-003829,Stock_Movement,2024-01-13 00:00:00,Posted
DOC003830,INV-003830,Sales_Invoice,2024-01-23 00:00:00,Posted
DOC003831,INV-003831,Purchase_Order,2025-02-19 00:00:00,Posted
DOC003832,INV-003832,Budget_Entry,2023-07-28 00:00:00,Posted
DOC003833,INV-003833,Sales_Invoice,2023-01-16 00:00:00,Cancelled
DOC003834,INV-003834,Budget_Entry,2025-09-12 00:00:00,Posted
DOC003835,INV-003835,Sales_Invoice,2024-01-02 00:00:00,Cancelled
DOC003836,INV-003836,Purchase_Order,2025-02-18 00:00:00,Posted
DOC003837,INV-003837,Payroll,2024-03-15 00:00:00,Posted
DOC003838,INV-003838,Purchase_Order,2024-11-20 00:00:00,Posted
DOC003839,INV-003839,Stock_Movement,2025-11-25 00:00:00,Posted
DOC003840,INV-003840,Stock_Movement,2025-04-26 00:00:00,Draft
DOC003841,INV-003841,Sales_Invoice,2024-02-26 00:00:00,Posted
DOC003842,INV-003842,Stock_Movement,2024-08-30 00:00:00,Posted
DOC003843,INV-003843,Purchase_Order,2023-01-20 00:00:00,Posted
DOC003844,INV-003844,Budget_Entry,2024-11-06 00:00:00,Posted
DOC003845,INV-003845,Purchase_Order,2024-01-17 00:00:00,Posted
DOC003846,INV-003846,Sales_Invoice,2024-08-31 00:00:00,Cancelled
DOC003847,INV-003847,Stock_Movement,2023-05-23 00:00:00,Posted
DOC003848,INV-003848,Budget_Entry,2023-03-03 00:00:00,Posted
DOC003849,INV-003849,Payroll,2023-08-26 00:00:00,Posted
DOC003850,INV-003850,Budget_Entry,2025-07-15 00:00:00,Posted
DOC003851,INV-003851,Budget_Entry,2023-12-08 00:00:00,Posted
DOC003852,INV-003852,Purchase_Order,2024-03-30 00:00:00,Posted
DOC003853,INV-003853,Payroll,2023-10-09 00:00:00,Posted
DOC003854,INV-003854,Sales_Invoice,2025-06-04 00:00:00,Posted
DOC003855,INV-003855,Sales_Invoice,2025-10-21 00:00:00,Posted
DOC003856,INV-003856,Budget_Entry,2024-12-23 00:00:00,Posted
DOC003857,INV-003857,Budget_Entry,2023-03-28 00:00:00,Posted
DOC003858,INV-003858,Stock_Movement,2024-10-26 00:00:00,Posted
DOC003859,INV-003859,Payroll,2025-05-11 00:00:00,Posted
DOC003860,INV-003860,Budget_Entry,2023-03-02 00:00:00,Posted
DOC003861,INV-003861,Stock_Movement,2025-03-07 00:00:00,Posted
DOC003862,INV-003862,Payroll,2023-04-05 00:00:00,Posted
DOC003863,INV-003863,Sales_Invoice,2025-02-24 00:00:00,Cancelled
DOC003864,INV-003864,Stock_Movement,2025-08-18 00:00:00,Posted
DOC003865,INV-003865,Payroll,2023-10-24 00:00:00,Posted
DOC003866,INV-003866,Stock_Movement,2024-11-24 00:00:00,Posted
DOC003867,INV-003867,Budget_Entry,2024-02-03 00:00:00,Cancelled
DOC003868,INV-003868,Purchase_Order,2025-08-03 00:00:00,Posted
DOC003869,INV-003869,Sales_Invoice,2024-06-17 00:00:00,Posted
DOC003870,INV-003870,Budget_Entry,2024-02-06 00:00:00,Approved
DOC003871,INV-003871,Budget_Entry,2023-05-10 00:00:00,Posted
DOC003872,INV-003872,Payroll,2023-10-19 00:00:00,Posted
DOC003873,INV-003873,Stock_Movement,2023-10-03 00:00:00,Posted
DOC003874,INV-003874,Sales_Invoice,2025-06-30 00:00:00,Posted
DOC003875,INV-003875,Budget_Entry,2025-07-14 00:00:00,Posted
DOC003876,INV-003876,Payroll,2023-02-24 00:00:00,Approved
DOC003877,INV-003877,Sales_Invoice,2025-01-08 00:00:00,Posted
DOC003878,INV-003878,Stock_Movement,2025-11-15 00:00:00,Posted
DOC003879,INV-003879,Budget_Entry,2025-02-03 00:00:00,Posted
DOC003880,INV-003880,Budget_Entry,2024-10-03 00:00:00,Posted
DOC003881,INV-003881,Budget_Entry,2024-12-24 00:00:00,Posted
DOC003882,INV-003882,Sales_Invoice,2025-03-12 00:00:00,Approved
DOC003883,INV-003883,Sales_Invoice,2025-01-07 00:00:00,Posted
DOC003884,INV-003884,Sales_Invoice,2025-01-27 00:00:00,Posted
DOC003885,INV-003885,Sales_Invoice,2024-07-20 00:00:00,Posted
DOC003886,INV-003886,Payroll,2023-12-06 00:00:00,Posted
DOC003887,INV-003887,Purchase_Order,2023-06-02 00:00:00,Posted
DOC003888,INV-003888,Payroll,2025-09-30 00:00:00,Posted
DOC003889,INV-003889,Budget_Entry,2024-03-02 00:00:00,Posted
DOC003890,INV-003890,Payroll,2025-09-29 00:00:00,Posted
DOC003891,INV-003891,Stock_Movement,2023-07-23 00:00:00,Cancelled
DOC003892,INV-003892,Sales_Invoice,2023-11-21 00:00:00,Posted
DOC003893,INV-003893,Stock_Movement,2025-08-07 00:00:00,Draft
DOC003894,INV-003894,Stock_Movement,2025-08-08 00:00:00,Approved
DOC003895,INV-003895,Budget_Entry,2025-07-27 00:00:00,Draft
DOC003896,INV-003896,Sales_Invoice,2025-08-14 00:00:00,Cancelled
DOC003897,INV-003897,Stock_Movement,2025-06-12 00:00:00,Posted
DOC003898,INV-003898,Budget_Entry,2024-03-10 00:00:00,Posted
DOC003899,INV-003899,Sales_Invoice,2024-01-06 00:00:00,Cancelled
DOC003900,INV-003900,Purchase_Order,2025-07-21 00:00:00,Posted
DOC003901,INV-003901,Budget_Entry,2023-09-06 00:00:00,Draft
DOC003902,INV-003902,Payroll,2025-06-09 00:00:00,Approved
DOC003903,INV-003903,Sales_Invoice,2023-06-30 00:00:00,Posted
DOC003904,INV-003904,Stock_Movement,2024-12-03 00:00:00,Posted
DOC003905,INV-003905,Stock_Movement,2025-09-25 00:00:00,Posted
DOC003906,INV-003906,Payroll,2023-03-19 00:00:00,Posted
DOC003907,INV-003907,Payroll,2025-07-07 00:00:00,Posted
DOC003908,INV-003908,Stock_Movement,2025-06-03 00:00:00,Posted
DOC003909,INV-003909,Sales_Invoice,2023-12-02 00:00:00,Posted
DOC003910,INV-003910,Budget_Entry,2023-02-19 00:00:00,Posted
DOC003911,INV-003911,Payroll,2023-03-26 00:00:00,Approved
DOC003912,INV-003912,Payroll,2024-11-25 00:00:00,Posted
DOC003913,INV-003913,Payroll,2023-01-04 00:00:00,Approved
DOC003914,INV-003914,Purchase_Order,2025-09-19 00:00:00,Approved
DOC003915,INV-003915,Sales_Invoice,2023-11-13 00:00:00,Posted
DOC003916,INV-003916,Sales_Invoice,2025-02-01 00:00:00,Posted
DOC003917,INV-003917,Sales_Invoice,2024-09-03 00:00:00,Posted
DOC003918,INV-003918,Sales_Invoice,2025-10-01 00:00:00,Cancelled
DOC003919,INV-003919,Sales_Invoice,2025-07-02 00:00:00,Posted
DOC003920,INV-003920,Stock_Movement,2025-03-09 00:00:00,Posted
DOC003921,INV-003921,Payroll,2023-04-29 00:00:00,Approved
DOC003922,INV-003922,Stock_Movement,2023-12-16 00:00:00,Posted
DOC003923,INV-003923,Purchase_Order,2025-07-05 00:00:00,Posted
DOC003924,INV-003924,Budget_Entry,2024-11-17 00:00:00,Posted
DOC003925,INV-003925,Payroll,2024-06-25 00:00:00,Posted
DOC003926,INV-003926,Purchase_Order,2025-12-14 00:00:00,Approved
DOC003927,INV-003927,Stock_Movement,2023-12-27 00:00:00,Posted
DOC003928,INV-003928,Budget_Entry,2024-12-08 00:00:00,Approved
DOC003929,INV-003929,Purchase_Order,2024-11-15 00:00:00,Posted
DOC003930,INV-003930,Budget_Entry,2023-11-26 00:00:00,Posted
DOC003931,INV-003931,Purchase_Order,2023-08-07 00:00:00,Approved
DOC003932,INV-003932,Stock_Movement,2023-07-27 00:00:00,Posted
DOC003933,INV-003933,Budget_Entry,2025-04-24 00:00:00,Posted
DOC003934,INV-003934,Purchase_Order,2023-03-26 00:00:00,Posted
DOC003935,INV-003935,Stock_Movement,2024-11-15 00:00:00,Draft
DOC003936,INV-003936,Payroll,2023-09-02 00:00:00,Cancelled
DOC003937,INV-003937,Stock_Movement,2025-05-21 00:00:00,Posted
DOC003938,INV-003938,Stock_Movement,2025-10-19 00:00:00,Posted
DOC003939,INV-003939,Payroll,2024-08-18 00:00:00,Posted
DOC003940,INV-003940,Stock_Movement,2024-11-15 00:00:00,Posted
DOC003941,INV-003941,Payroll,2025-10-10 00:00:00,Posted
DOC003942,INV-003942,Payroll,2025-10-10 00:00:00,Posted
DOC003943,INV-003943,Payroll,2023-12-16 00:00:00,Draft
DOC003944,INV-003944,Purchase_Order,2023-10-09 00:00:00,Posted
DOC003945,INV-003945,Budget_Entry,2023-10-20 00:00:00,Posted
DOC003946,INV-003946,Purchase_Order,2025-09-10 00:00:00,Posted
DOC003947,INV-003947,Payroll,2023-01-20 00:00:00,Approved
DOC003948,INV-003948,Budget_Entry,2025-01-28 00:00:00,Posted
DOC003949,INV-003949,Budget_Entry,2024-02-09 00:00:00,Posted
DOC003950,INV-003950,Payroll,2024-12-01 00:00:00,Posted
DOC003951,INV-003951,Budget_Entry,2025-09-06 00:00:00,Approved
DOC003952,INV-003952,Budget_Entry,2023-01-26 00:00:00,Posted
DOC003953,INV-003953,Purchase_Order,2024-07-19 00:00:00,Posted
DOC003954,INV-003954,Budget_Entry,2024-01-30 00:00:00,Posted
DOC003955,INV-003955,Payroll,2025-09-27 00:00:00,Posted
DOC003956,INV-003956,Sales_Invoice,2024-06-06 00:00:00,Posted
DOC003957,INV-003957,Sales_Invoice,2025-05-11 00:00:00,Posted
DOC003958,INV-003958,Sales_Invoice,2025-03-12 00:00:00,Posted
DOC003959,INV-003959,Payroll,2024-07-03 00:00:00,Draft
DOC003960,INV-003960,Sales_Invoice,2023-03-28 00:00:00,Posted
DOC003961,INV-003961,Purchase_Order,2025-04-12 00:00:00,Approved
DOC003962,INV-003962,Payroll,2024-01-22 00:00:00,Posted
DOC003963,INV-003963,Payroll,2025-08-20 00:00:00,Posted
DOC003964,INV-003964,Payroll,2024-10-29 00:00:00,Posted
DOC003965,INV-003965,Budget_Entry,2023-10-13 00:00:00,Posted
DOC003966,INV-003966,Budget_Entry,2024-11-28 00:00:00,Posted
DOC003967,INV-003967,Budget_Entry,2025-08-22 00:00:00,Posted
DOC003968,INV-003968,Stock_Movement,2024-01-04 00:00:00,Posted
DOC003969,INV-003969,Purchase_Order,2024-10-16 00:00:00,Posted
DOC003970,INV-003970,Payroll,2024-10-15 00:00:00,Posted
DOC003971,INV-003971,Payroll,2024-11-27 00:00:00,Approved
DOC003972,INV-003972,Budget_Entry,2025-10-20 00:00:00,Posted
DOC003973,INV-003973,Payroll,2025-07-03 00:00:00,Posted
DOC003974,INV-003974,Payroll,2023-10-15 00:00:00,Posted
DOC003975,INV-003975,Sales_Invoice,2023-04-05 00:00:00,Posted
DOC003976,INV-003976,Payroll,2024-10-30 00:00:00,Posted
DOC003977,INV-003977,Stock_Movement,2023-02-10 00:00:00,Posted
DOC003978,INV-003978,Budget_Entry,2023-11-27 00:00:00,Approved
DOC003979,INV-003979,Purchase_Order,2024-05-18 00:00:00,Posted
DOC003980,INV-003980,Purchase_Order,2023-10-02 00:00:00,Approved
DOC003981,INV-003981,Sales_Invoice,2023-06-28 00:00:00,Posted
DOC003982,INV-003982,Purchase_Order,2023-05-17 00:00:00,Posted
DOC003983,INV-003983,Purchase_Order,2025-02-05 00:00:00,Posted
DOC003984,INV-003984,Budget_Entry,2025-09-14 00:00:00,Posted
DOC003985,INV-003985,Budget_Entry,2023-08-31 00:00:00,Posted
DOC003986,INV-003986,Stock_Movement,2023-07-16 00:00:00,Posted
DOC003987,INV-003987,Sales_Invoice,2024-06-09 00:00:00,Posted
DOC003988,INV-003988,Purchase_Order,2024-09-23 00:00:00,Posted
DOC003989,INV-003989,Stock_Movement,2024-02-12 00:00:00,Posted
DOC003990,INV-003990,Sales_Invoice,2024-11-21 00:00:00,Posted
DOC003991,INV-003991,Purchase_Order,2023-06-19 00:00:00,Posted
DOC003992,INV-003992,Purchase_Order,2023-06-08 00:00:00,Posted
DOC003993,INV-003993,Budget_Entry,2024-03-22 00:00:00,Posted
DOC003994,INV-003994,Payroll,2025-10-14 00:00:00,Posted
DOC003995,INV-003995,Sales_Invoice,2025-12-16 00:00:00,Posted
DOC003996,INV-003996,Purchase_Order,2023-04-22 00:00:00,Posted
DOC003997,INV-003997,Sales_Invoice,2023-02-17 00:00:00,Posted
DOC003998,INV-003998,Stock_Movement,2024-01-11 00:00:00,Posted
DOC003999,INV-003999,Stock_Movement,2025-04-07 00:00:00,Posted
DOC004000,INV-004000,Payroll,2023-02-02 00:00:00,Posted
DOC004001,INV-004001,Purchase_Order,2024-05-18 00:00:00,Posted
DOC004002,INV-004002,Budget_Entry,2024-09-18 00:00:00,Posted
DOC004003,INV-004003,Purchase_Order,2025-10-23 00:00:00,Posted
DOC004004,INV-004004,Sales_Invoice,2023-02-11 00:00:00,Approved
DOC004005,INV-004005,Stock_Movement,2023-01-09 00:00:00,Posted
DOC004006,INV-004006,Sales_Invoice,2025-09-26 00:00:00,Posted
DOC004007,INV-004007,Payroll,2025-03-29 00:00:00,Posted
DOC004008,INV-004008,Stock_Movement,2024-10-18 00:00:00,Posted
DOC004009,INV-004009,Budget_Entry,2025-02-28 00:00:00,Posted
DOC004010,INV-004010,Stock_Movement,2025-11-16 00:00:00,Posted
DOC004011,INV-004011,Purchase_Order,2025-12-02 00:00:00,Cancelled
DOC004012,INV-004012,Purchase_Order,2024-08-20 00:00:00,Posted
DOC004013,INV-004013,Stock_Movement,2025-07-24 00:00:00,Posted
DOC004014,INV-004014,Payroll,2025-10-08 00:00:00,Posted
DOC004015,INV-004015,Purchase_Order,2023-01-21 00:00:00,Posted
DOC004016,INV-004016,Purchase_Order,2025-09-25 00:00:00,Posted
DOC004017,INV-004017,Budget_Entry,2024-04-01 00:00:00,Posted
DOC004018,INV-004018,Stock_Movement,2025-10-10 00:00:00,Posted
DOC004019,INV-004019,Purchase_Order,2023-09-22 00:00:00,Approved
DOC004020,INV-004020,Payroll,2023-07-03 00:00:00,Posted
DOC004021,INV-004021,Sales_Invoice,2023-08-15 00:00:00,Posted
DOC004022,INV-004022,Stock_Movement,2025-12-28 00:00:00,Posted
DOC004023,INV-004023,Budget_Entry,2025-08-26 00:00:00,Posted
DOC004024,INV-004024,Purchase_Order,2025-03-15 00:00:00,Posted
DOC004025,INV-004025,Payroll,2024-12-23 00:00:00,Posted
DOC004026,INV-004026,Stock_Movement,2025-12-31 00:00:00,Posted
DOC004027,INV-004027,Payroll,2025-09-28 00:00:00,Cancelled
DOC004028,INV-004028,Payroll,2025-05-24 00:00:00,Posted
DOC004029,INV-004029,Budget_Entry,2023-03-25 00:00:00,Posted
DOC004030,INV-004030,Stock_Movement,2025-01-09 00:00:00,Posted
DOC004031,INV-004031,Purchase_Order,2023-08-11 00:00:00,Approved
DOC004032,INV-004032,Budget_Entry,2025-03-03 00:00:00,Posted
DOC004033,INV-004033,Purchase_Order,2025-01-02 00:00:00,Posted
DOC004034,INV-004034,Sales_Invoice,2024-02-09 00:00:00,Posted
DOC004035,INV-004035,Payroll,2023-11-25 00:00:00,Posted
DOC004036,INV-004036,Sales_Invoice,2024-03-01 00:00:00,Posted
DOC004037,INV-004037,Payroll,2025-02-08 00:00:00,Posted
DOC004038,INV-004038,Budget_Entry,2024-08-30 00:00:00,Posted
DOC004039,INV-004039,Purchase_Order,2024-06-09 00:00:00,Cancelled
DOC004040,INV-004040,Purchase_Order,2024-09-16 00:00:00,Posted
DOC004041,INV-004041,Budget_Entry,2023-03-18 00:00:00,Approved
DOC004042,INV-004042,Stock_Movement,2025-07-08 00:00:00,Posted
DOC004043,INV-004043,Sales_Invoice,2025-08-03 00:00:00,Posted
DOC004044,INV-004044,Sales_Invoice,2024-04-10 00:00:00,Draft
DOC004045,INV-004045,Purchase_Order,2024-05-06 00:00:00,Approved
DOC004046,INV-004046,Purchase_Order,2023-11-09 00:00:00,Approved
DOC004047,INV-004047,Purchase_Order,2023-11-04 00:00:00,Posted
DOC004048,INV-004048,Budget_Entry,2024-11-21 00:00:00,Posted
DOC004049,INV-004049,Stock_Movement,2023-03-30 00:00:00,Posted
DOC004050,INV-004050,Sales_Invoice,2025-01-04 00:00:00,Approved
DOC004051,INV-004051,Payroll,2025-02-16 00:00:00,Posted
DOC004052,INV-004052,Budget_Entry,2025-01-20 00:00:00,Posted
DOC004053,INV-004053,Sales_Invoice,2024-01-06 00:00:00,Posted
DOC004054,INV-004054,Stock_Movement,2024-03-26 00:00:00,Posted
DOC004055,INV-004055,Budget_Entry,2023-06-16 00:00:00,Posted
DOC004056,INV-004056,Sales_Invoice,2024-01-27 00:00:00,Posted
DOC004057,INV-004057,Budget_Entry,2025-01-05 00:00:00,Posted
DOC004058,INV-004058,Sales_Invoice,2024-05-05 00:00:00,Posted
DOC004059,INV-004059,Sales_Invoice,2025-07-13 00:00:00,Posted
DOC004060,INV-004060,Stock_Movement,2025-12-02 00:00:00,Posted
DOC004061,INV-004061,Payroll,2025-08-02 00:00:00,Posted
DOC004062,INV-004062,Stock_Movement,2023-01-29 00:00:00,Posted
DOC004063,INV-004063,Sales_Invoice,2025-11-20 00:00:00,Posted
DOC004064,INV-004064,Budget_Entry,2024-11-23 00:00:00,Posted
DOC004065,INV-004065,Stock_Movement,2023-05-08 00:00:00,Approved
DOC004066,INV-004066,Payroll,2025-02-05 00:00:00,Posted
DOC004067,INV-004067,Sales_Invoice,2024-03-16 00:00:00,Posted
DOC004068,INV-004068,Stock_Movement,2025-05-18 00:00:00,Posted
DOC004069,INV-004069,Stock_Movement,2024-06-07 00:00:00,Posted
DOC004070,INV-004070,Stock_Movement,2025-01-29 00:00:00,Approved
DOC004071,INV-004071,Stock_Movement,2023-04-20 00:00:00,Posted
DOC004072,INV-004072,Budget_Entry,2023-06-12 00:00:00,Draft
DOC004073,INV-004073,Payroll,2024-07-13 00:00:00,Posted
DOC004074,INV-004074,Payroll,2024-02-03 00:00:00,Approved
DOC004075,INV-004075,Sales_Invoice,2024-08-05 00:00:00,Posted
DOC004076,INV-004076,Purchase_Order,2024-02-03 00:00:00,Posted
DOC004077,INV-004077,Budget_Entry,2023-08-27 00:00:00,Posted
DOC004078,INV-004078,Sales_Invoice,2025-11-21 00:00:00,Draft
DOC004079,INV-004079,Sales_Invoice,2023-04-20 00:00:00,Posted
DOC004080,INV-004080,Stock_Movement,2023-10-27 00:00:00,Posted
DOC004081,INV-004081,Purchase_Order,2025-09-28 00:00:00,Posted
DOC004082,INV-004082,Purchase_Order,2025-02-02 00:00:00,Posted
DOC004083,INV-004083,Budget_Entry,2023-09-06 00:00:00,Posted
DOC004084,INV-004084,Purchase_Order,2024-06-04 00:00:00,Posted
DOC004085,INV-004085,Sales_Invoice,2023-02-03 00:00:00,Posted
DOC004086,INV-004086,Purchase_Order,2023-08-16 00:00:00,Cancelled
DOC004087,INV-004087,Purchase_Order,2024-08-07 00:00:00,Approved
DOC004088,INV-004088,Payroll,2025-08-15 00:00:00,Draft
DOC004089,INV-004089,Sales_Invoice,2025-03-23 00:00:00,Posted
DOC004090,INV-004090,Purchase_Order,2024-12-24 00:00:00,Posted
DOC004091,INV-004091,Purchase_Order,2024-08-06 00:00:00,Cancelled
DOC004092,INV-004092,Stock_Movement,2024-07-23 00:00:00,Posted
DOC004093,INV-004093,Purchase_Order,2023-08-08 00:00:00,Posted
DOC004094,INV-004094,Purchase_Order,2025-02-25 00:00:00,Posted
DOC004095,INV-004095,Payroll,2024-06-11 00:00:00,Posted
DOC004096,INV-004096,Sales_Invoice,2023-03-16 00:00:00,Posted
DOC004097,INV-004097,Budget_Entry,2023-05-16 00:00:00,Posted
DOC004098,INV-004098,Sales_Invoice,2023-03-15 00:00:00,Posted
DOC004099,INV-004099,Stock_Movement,2023-09-11 00:00:00,Posted
DOC004100,INV-004100,Sales_Invoice,2025-11-07 00:00:00,Posted
DOC004101,INV-004101,Purchase_Order,2025-10-18 00:00:00,Posted
DOC004102,INV-004102,Stock_Movement,2025-12-02 00:00:00,Posted
DOC004103,INV-004103,Sales_Invoice,2023-02-19 00:00:00,Posted
DOC004104,INV-004104,Stock_Movement,2024-05-29 00:00:00,Draft
DOC004105,INV-004105,Budget_Entry,2025-01-13 00:00:00,Posted
DOC004106,INV-004106,Sales_Invoice,2024-12-31 00:00:00,Posted
DOC004107,INV-004107,Purchase_Order,2024-07-24 00:00:00,Posted
DOC004108,INV-004108,Stock_Movement,2024-07-29 00:00:00,Posted
DOC004109,INV-004109,Payroll,2025-06-21 00:00:00,Posted
DOC004110,INV-004110,Stock_Movement,2023-07-21 00:00:00,Posted
DOC004111,INV-004111,Payroll,2023-07-26 00:00:00,Approved
DOC004112,INV-004112,Purchase_Order,2024-02-19 00:00:00,Cancelled
DOC004113,INV-004113,Budget_Entry,2023-08-09 00:00:00,Posted
DOC004114,INV-004114,Payroll,2025-01-27 00:00:00,Approved
DOC004115,INV-004115,Budget_Entry,2025-02-01 00:00:00,Posted
DOC004116,INV-004116,Stock_Movement,2024-07-16 00:00:00,Posted
DOC004117,INV-004117,Purchase_Order,2024-01-04 00:00:00,Cancelled
DOC004118,INV-004118,Payroll,2025-06-14 00:00:00,Posted
DOC004119,INV-004119,Stock_Movement,2023-07-23 00:00:00,Posted
DOC004120,INV-004120,Sales_Invoice,2025-11-14 00:00:00,Posted
DOC004121,INV-004121,Stock_Movement,2025-08-14 00:00:00,Posted
DOC004122,INV-004122,Budget_Entry,2023-03-10 00:00:00,Posted
DOC004123,INV-004123,Purchase_Order,2024-05-30 00:00:00,Posted
DOC004124,INV-004124,Purchase_Order,2023-08-28 00:00:00,Approved
DOC004125,INV-004125,Stock_Movement,2023-12-27 00:00:00,Posted
DOC004126,INV-004126,Sales_Invoice,2025-11-20 00:00:00,Approved
DOC004127,INV-004127,Budget_Entry,2024-12-07 00:00:00,Posted
DOC004128,INV-004128,Stock_Movement,2024-11-20 00:00:00,Posted
DOC004129,INV-004129,Stock_Movement,2024-10-18 00:00:00,Posted
DOC004130,INV-004130,Purchase_Order,2023-12-10 00:00:00,Cancelled
DOC004131,INV-004131,Budget_Entry,2024-06-19 00:00:00,Cancelled
DOC004132,INV-004132,Sales_Invoice,2023-12-21 00:00:00,Posted
DOC004133,INV-004133,Purchase_Order,2025-07-16 00:00:00,Approved
DOC004134,INV-004134,Stock_Movement,2025-09-09 00:00:00,Posted
DOC004135,INV-004135,Purchase_Order,2023-04-15 00:00:00,Posted
