HR_ID,Date_ID,Transaction_Date,Employee_ID,Business_Line_ID,Account_ID,Transaction_Type,Payroll_Period,Payment_Method,Payment_Status,Amount,Hours_Worked,Overtime_Hours,Hourly_Rate,Gross_Amount,Bonus_Type,Training_Course,Travel_Destination,Cost_Center,Project_Code,Approved_By,Processed_By,Notes,Approval_Date,Processing_Date,Tax_Amount,Social_Security,Health_Insurance,Net_Amount,Effective_Hourly_Rate
8644,20231125,2023-11-25 00:00:00,EMP00140,BL002,ACC30001,Benefits,2023-11,Check,Paid,4668.29,165,36,84.89,9648.83,,,,CC-1169,PROJ-002,EMP00061,EMP00228,,2023-12-01 00:00:00,2023-11-28 00:00:00,964.88,2412.21,964.88,5306.86,32.16
8645,20250629,2025-06-29 00:00:00,EMP00248,BL002,ACC30001,Bonus,2025-06,Bank Transfer,Paid,13805.67,165,14,143.96,10347.44,Performance,,,CC-9325,PROJ-001,EMP00196,EMP00078,,2025-06-30 00:00:00,2025-07-04 00:00:00,1034.74,2586.86,1034.74,5691.1,34.49
8646,20230629,2023-06-29 00:00:00,EMP00164,BL002,ACC30001,Salary,2023-06,Bank Transfer,Pending,1333.38,133,7,147.36,1979.1,,,,CC-7011,PROJ-001,EMP00193,EMP00078,,2023-07-04 00:00:00,2023-07-07 00:00:00,197.91,494.78,197.91,1088.5,8.18
8647,20230914,2023-09-14 00:00:00,EMP00070,BL005,ACC30001,Training,2023-09,Bank Transfer,Paid,12101.17,23,31,17.38,8561.18,,Soft Skills,,CC-4028,,EMP00190,EMP00016,,2023-09-18 00:00:00,2023-09-16 00:00:00,856.12,2140.3,856.12,4708.64,204.72
8648,20240618,2024-06-18 00:00:00,EMP00153,BL006,ACC30001,Overtime,2024-06,Bank Transfer,Paid,8806.73,143,34,59.75,1801.65,,,,CC-7174,,EMP00113,EMP00016,,2024-06-24 00:00:00,2024-06-20 00:00:00,180.17,450.41,180.17,990.9,6.93
8649,20250325,2025-03-25 00:00:00,EMP00050,BL001,ACC30001,Training,2025-03,Bank Transfer,Paid,11765.1,190,24,38.5,14501.53,,Technical,,CC-3837,,EMP00161,EMP00205,,2025-03-29 00:00:00,2025-03-31 00:00:00,1450.15,3625.38,1450.15,7975.85,41.98
8650,20240716,2024-07-16 00:00:00,EMP00108,BL004,ACC30001,Benefits,2024-07,Bank Transfer,Pending,1693.55,53,2,98.9,7102.31,,,,CC-9776,PROJ-002,EMP00026,EMP00173,,2024-07-18 00:00:00,2024-07-19 00:00:00,710.23,1775.58,710.23,3906.27,73.7
8651,20250606,2025-06-06 00:00:00,EMP00186,BL006,ACC30001,Overtime,2025-06,Bank Transfer,Paid,8289.28,20,3,33.35,9900.33,,,,CC-7046,,EMP00113,EMP00038,,2025-06-12 00:00:00,2025-06-12 00:00:00,990.03,2475.08,990.03,5445.19,272.26
8652,20240108,2024-01-08 00:00:00,EMP00144,BL002,ACC30001,Bonus,2024-01,Bank Transfer,Paid,3286.7,193,2,144.94,2329.65,Project,,,CC-6610,PROJ-002,EMP00222,EMP00075,Advance Payment,2024-01-09 00:00:00,2024-01-16 00:00:00,232.97,582.41,232.97,1281.3,6.64
8653,20250617,2025-06-17 00:00:00,EMP00234,BL004,ACC30001,Salary,2025-06,Bank Transfer,Paid,7383.63,100,1,94.21,8530.45,,,,CC-9100,PROJ-001,EMP00063,EMP00172,,2025-06-21 00:00:00,2025-06-21 00:00:00,853.04,2132.61,853.04,4691.76,46.92
8654,20240327,2024-03-27 00:00:00,EMP00229,BL003,ACC30001,Salary,2024-03,Bank Transfer,Paid,13460.89,164,33,110.53,1890.97,,,,CC-9433,,EMP00080,EMP00120,,2024-03-31 00:00:00,2024-03-30 00:00:00,189.1,472.74,189.1,1040.03,6.34
8655,20230531,2023-05-31 00:00:00,EMP00077,BL004,ACC30001,Training,2023-05,Bank Transfer,Paid,11859.34,37,11,106.84,4874.94,,Technical,,CC-8871,PROJ-003,EMP00020,EMP00157,,2023-06-01 00:00:00,2023-06-04 00:00:00,487.49,1218.73,487.49,2681.23,72.47
8656,20250816,2025-08-16 00:00:00,EMP00056,BL004,ACC30001,Salary,2025-08,Check,Paid,8222.62,185,0,53.18,10120.34,,,,CC-9257,,EMP00196,EMP00078,Adjustment,2025-08-20 00:00:00,2025-08-21 00:00:00,1012.03,2530.08,1012.03,5566.2,30.09
8657,20240328,2024-03-28 00:00:00,EMP00169,BL004,ACC30001,Salary,2024-03,Bank Transfer,Paid,1304.25,197,30,122.61,8037.94,,,,CC-2518,,EMP00047,EMP00210,,2024-03-30 00:00:00,2024-04-04 00:00:00,803.79,2009.48,803.79,4420.88,22.44
8658,20230616,2023-06-16 00:00:00,EMP00062,BL003,ACC30001,Salary,2023-06,Bank Transfer,Paid,8018.58,153,27,38.56,9394.66,,,,CC-6435,PROJ-001,EMP00145,EMP00016,Final Settlement,2023-06-20 00:00:00,2023-06-18 00:00:00,939.47,2348.66,939.47,5167.06,33.77
8659,20230612,2023-06-12 00:00:00,EMP00026,BL005,ACC30001,Salary,2023-06,Bank Transfer,Paid,12324.35,143,23,95.45,14263.7,,,,CC-7311,,EMP00080,EMP00172,,2023-06-15 00:00:00,2023-06-16 00:00:00,1426.37,3565.92,1426.37,7845.04,54.86
8660,20231107,2023-11-07 00:00:00,EMP00123,BL001,ACC30001,Salary,2023-11,Bank Transfer,Paid,14055.5,112,29,116.94,11219.63,,,,CC-5652,,EMP00205,EMP00116,,2023-11-12 00:00:00,2023-11-11 00:00:00,1121.96,2804.91,1121.96,6170.8,55.1
8661,20241020,2024-10-20 00:00:00,EMP00233,BL002,ACC30001,Benefits,2024-10,Bank Transfer,Paid,10934.34,45,4,90.66,11022.23,,,,CC-1548,PROJ-003,EMP00216,EMP00120,,2024-10-25 00:00:00,2024-10-28 00:00:00,1102.22,2755.56,1102.22,6062.23,134.72
8662,20240810,2024-08-10 00:00:00,EMP00128,BL005,ACC30001,Benefits,2024-08,Bank Transfer,Paid,4502.21,123,38,96.46,12290.16,,,,CC-5296,,EMP00193,EMP00016,,2024-08-12 00:00:00,2024-08-14 00:00:00,1229.02,3072.54,1229.02,6759.58,54.96
8663,20230501,2023-05-01 00:00:00,EMP00124,BL004,ACC30001,Salary,2023-05,Bank Transfer,Paid,4216.92,135,16,85.75,6327.59,,,,CC-6873,,EMP00217,EMP00064,,2023-05-06 00:00:00,2023-05-03 00:00:00,632.76,1581.9,632.76,3480.17,25.78
8664,20250808,2025-08-08 00:00:00,EMP00154,BL005,ACC30001,Salary,2025-08,Check,Paid,9385.3,2,12,51.17,11815.29,,,,CC-7861,PROJ-002,EMP00199,EMP00139,,2025-08-11 00:00:00,2025-08-13 00:00:00,1181.53,2953.82,1181.53,6498.41,3249.2
8665,20230425,2023-04-25 00:00:00,EMP00047,BL004,ACC30001,Salary,2023-04,Bank Transfer,Paid,10998.12,49,29,117.98,4655.48,,,,CC-1913,,EMP00113,EMP00016,,2023-04-27 00:00:00,2023-04-30 00:00:00,465.55,1163.87,465.55,2560.51,52.26
8666,20250626,2025-06-26 00:00:00,EMP00235,BL005,ACC30001,Bonus,2025-06,Bank Transfer,Paid,10313.16,128,2,146.01,5949.41,Annual,,,CC-6457,PROJ-003,EMP00216,EMP00053,,2025-06-29 00:00:00,2025-07-02 00:00:00,594.94,1487.35,594.94,3272.18,25.56
8667,20240205,2024-02-05 00:00:00,EMP00162,BL003,ACC30001,Benefits,2024-02,Bank Transfer,Paid,7515.31,102,27,113.82,9378.2,,,,CC-1620,,EMP00193,EMP00205,Reimbursement,2024-02-11 00:00:00,2024-02-11 00:00:00,937.82,2344.55,937.82,5158.01,50.57
8668,20230617,2023-06-17 00:00:00,EMP00173,BL003,ACC30001,Salary,2023-06,Bank Transfer,Paid,13871.79,161,27,140.35,2051.53,,,,CC-7374,,EMP00078,EMP00075,,2023-06-22 00:00:00,2023-06-23 00:00:00,205.15,512.88,205.15,1128.35,7.01
8669,20241129,2024-11-29 00:00:00,EMP00241,BL002,ACC30001,Salary,2024-11,Bank Transfer,Pending,1473.42,28,19,78.15,3822.14,,,,CC-6414,,EMP00067,EMP00180,,2024-12-01 00:00:00,2024-12-05 00:00:00,382.21,955.54,382.21,2102.18,75.08
8670,20240306,2024-03-06 00:00:00,EMP00229,BL002,ACC30001,Bonus,2024-03,Bank Transfer,Paid,3904.58,162,23,128.6,7697.79,Performance,,,CC-6089,,EMP00041,EMP00180,,2024-03-11 00:00:00,2024-03-09 00:00:00,769.78,1924.45,769.78,4233.78,26.13
8671,20250215,2025-02-15 00:00:00,EMP00048,BL002,ACC30001,Salary,2025-02,Bank Transfer,Paid,14000.01,136,7,144.77,11614.7,,,,CC-6870,PROJ-001,EMP00232,EMP00188,,2025-02-16 00:00:00,2025-02-17 00:00:00,1161.47,2903.68,1161.47,6388.08,46.97
8672,20240327,2024-03-27 00:00:00,EMP00126,BL004,ACC30001,Salary,2024-03,Bank Transfer,Paid,7522.54,44,28,143.89,13383.95,,,,CC-9822,PROJ-001,EMP00078,EMP00208,,2024-03-28 00:00:00,2024-03-30 00:00:00,1338.4,3345.99,1338.4,7361.16,167.3
8673,20240122,2024-01-22 00:00:00,EMP00234,BL001,ACC30001,Bonus,2024-01,Bank Transfer,Paid,700.52,68,20,69.55,8036.88,Referral,,,CC-9316,,EMP00205,EMP00075,,2024-01-26 00:00:00,2024-01-26 00:00:00,803.69,2009.22,803.69,4420.28,65
8674,20241126,2024-11-26 00:00:00,EMP00147,BL004,ACC30001,Bonus,2024-11,Bank Transfer,Paid,12171.58,135,36,127.26,2801.73,Project,,,CC-1505,PROJ-003,EMP00205,EMP00116,,2024-11-28 00:00:00,2024-12-05 00:00:00,280.17,700.43,280.17,1540.96,11.41
8675,20241027,2024-10-27 00:00:00,EMP00108,BL003,ACC30001,Training,2024-10,Bank Transfer,Paid,754.12,86,27,90.48,2394.89,,Compliance,,CC-2915,PROJ-003,EMP00046,EMP00172,,2024-10-28 00:00:00,2024-10-30 00:00:00,239.49,598.72,239.49,1317.19,15.32
8676,20250616,2025-06-16 00:00:00,EMP00141,BL002,ACC30001,Salary,2025-06,Bank Transfer,Paid,7922.36,21,17,35.47,6936.83,,,,CC-9172,,EMP00193,EMP00120,,2025-06-20 00:00:00,2025-06-22 00:00:00,693.68,1734.21,693.68,3815.26,181.68
8677,20241104,2024-11-04 00:00:00,EMP00189,BL002,ACC30001,Training,2024-11,Bank Transfer,Paid,4653.28,83,23,127.23,14274.38,,Compliance,,CC-9214,PROJ-003,EMP00196,EMP00180,,2024-11-09 00:00:00,2024-11-05 00:00:00,1427.44,3568.6,1427.44,7850.9,94.59
8678,20250425,2025-04-25 00:00:00,EMP00247,BL003,ACC30001,Bonus,2025-04,Bank Transfer,Paid,9322.64,105,20,147.67,11268.3,Annual,,,CC-7833,,EMP00069,EMP00210,Advance Payment,2025-04-28 00:00:00,2025-04-30 00:00:00,1126.83,2817.08,1126.83,6197.56,59.02
8679,20240621,2024-06-21 00:00:00,EMP00205,BL004,ACC30001,Travel,2024-06,Bank Transfer,Paid,11808.71,7,27,75.98,1289.79,,,EU,CC-7742,,EMP00099,EMP00173,,2024-06-24 00:00:00,2024-06-24 00:00:00,128.98,322.45,128.98,709.38,101.34
8680,20230709,2023-07-09 00:00:00,EMP00061,BL002,ACC30001,Salary,2023-07,Bank Transfer,Paid,13214.19,177,17,16.12,980.14,,,,CC-2596,PROJ-003,EMP00066,EMP00179,,2023-07-13 00:00:00,2023-07-18 00:00:00,98.01,245.04,98.01,539.08,3.05
8681,20240821,2024-08-21 00:00:00,EMP00029,BL001,ACC30001,Salary,2024-08,Bank Transfer,On Hold,3742.95,47,16,21.4,1160.92,,,,CC-2265,PROJ-002,EMP00161,EMP00016,Reimbursement,2024-08-24 00:00:00,2024-08-27 00:00:00,116.09,290.23,116.09,638.51,13.59
8682,20250506,2025-05-06 00:00:00,EMP00039,BL005,ACC30001,Salary,2025-05,Bank Transfer,Paid,8887.78,10,35,113.19,6936.68,,,,CC-2947,,EMP00093,EMP00139,,2025-05-07 00:00:00,2025-05-14 00:00:00,693.67,1734.17,693.67,3815.17,381.52
8683,20230219,2023-02-19 00:00:00,EMP00215,BL001,ACC30001,Benefits,2023-02,Bank Transfer,Paid,8378.36,13,29,107.38,2773.43,,,,CC-1766,,EMP00041,EMP00078,,2023-02-21 00:00:00,2023-02-23 00:00:00,277.34,693.36,277.34,1525.39,117.34
8684,20240521,2024-05-21 00:00:00,EMP00015,BL003,ACC30001,Overtime,2024-05,Bank Transfer,Paid,6031.71,35,5,75.24,11562.91,,,,CC-9050,,EMP00180,EMP00172,,2024-05-25 00:00:00,2024-05-26 00:00:00,1156.29,2890.73,1156.29,6359.6,181.7
8685,20250112,2025-01-12 00:00:00,EMP00196,BL003,ACC30001,Travel,2025-01,Bank Transfer,Pending,6763.77,157,10,71.45,8629.79,,,Domestic,CC-4717,PROJ-003,EMP00026,EMP00047,,2025-01-18 00:00:00,2025-01-13 00:00:00,862.98,2157.45,862.98,4746.38,30.23
8686,20241010,2024-10-10 00:00:00,EMP00230,BL002,ACC30001,Bonus,2024-10,Bank Transfer,Paid,1603.91,196,11,15.28,5223.76,Performance,,,CC-9727,PROJ-001,EMP00063,EMP00116,,2024-10-14 00:00:00,2024-10-17 00:00:00,522.38,1305.94,522.38,2873.06,14.66
8687,20251214,2025-12-14 00:00:00,EMP00014,BL005,ACC30001,Salary,2025-12,Bank Transfer,Paid,1637.28,24,7,79.08,10277.47,,,,CC-3326,,EMP00054,EMP00144,Adjustment,2025-12-16 00:00:00,2025-12-19 00:00:00,1027.75,2569.37,1027.75,5652.6,235.52
8688,20230516,2023-05-16 00:00:00,EMP00182,BL003,ACC30001,Salary,2023-05,Bank Transfer,Paid,1804.01,132,17,106.24,4391.16,,,,CC-5658,,EMP00027,EMP00244,,2023-05-18 00:00:00,2023-05-18 00:00:00,439.12,1097.79,439.12,2415.13,18.3
8689,20240913,2024-09-13 00:00:00,EMP00138,BL001,ACC30001,Salary,2024-09,Bank Transfer,Paid,5562.12,100,37,135.37,11970.36,,,,CC-6986,,EMP00061,EMP00182,,2024-09-17 00:00:00,2024-09-19 00:00:00,1197.04,2992.59,1197.04,6583.69,65.84
8690,20250212,2025-02-12 00:00:00,EMP00204,BL006,ACC30001,Bonus,2025-02,Bank Transfer,Paid,9310.19,96,19,80.92,4682.45,Referral,,,CC-7256,PROJ-002,EMP00232,EMP00179,,2025-02-18 00:00:00,2025-02-14 00:00:00,468.24,1170.61,468.24,2575.36,26.83
8691,20230214,2023-02-14 00:00:00,EMP00080,BL002,ACC30001,Salary,2023-02,Cash,On Hold,10929.5,72,28,86.81,6396.51,,,,CC-7822,,EMP00100,EMP00204,,2023-02-17 00:00:00,2023-02-17 00:00:00,639.65,1599.13,639.65,3518.08,48.86
8692,20250331,2025-03-31 00:00:00,EMP00057,BL002,ACC30001,Benefits,2025-03,Bank Transfer,Paid,11340.42,143,31,17.06,6496.19,,,,CC-3750,,EMP00136,EMP00016,,2025-04-03 00:00:00,2025-04-01 00:00:00,649.62,1624.05,649.62,3572.9,24.99
8693,20230312,2023-03-12 00:00:00,EMP00192,BL004,ACC30001,Bonus,2023-03,Bank Transfer,Paid,13581.59,166,27,68.13,7836.64,Annual,,,CC-5924,,EMP00067,EMP00244,,2023-03-13 00:00:00,2023-03-18 00:00:00,783.66,1959.16,783.66,4310.16,25.96
8694,20250512,2025-05-12 00:00:00,EMP00088,BL004,ACC30001,Benefits,2025-05,Bank Transfer,Paid,4299.88,45,4,32.1,957.7,,,,CC-3601,PROJ-001,EMP00217,EMP00210,,2025-05-13 00:00:00,2025-05-18 00:00:00,95.77,239.42,95.77,526.74,11.71
8695,20231101,2023-11-01 00:00:00,EMP00086,BL002,ACC30001,Salary,2023-11,Bank Transfer,Paid,3340.75,78,1,147.04,2212.16,,,,CC-7600,PROJ-003,EMP00247,EMP00120,,2023-11-04 00:00:00,2023-11-09 00:00:00,221.22,553.04,221.22,1216.68,15.6
8696,20250521,2025-05-21 00:00:00,EMP00059,BL003,ACC30001,Salary,2025-05,Bank Transfer,Paid,12385.58,25,31,45.11,1517.5,,,,CC-3735,PROJ-003,EMP00199,EMP00188,,2025-05-23 00:00:00,2025-05-23 00:00:00,151.75,379.38,151.75,834.62,33.38
8697,20250331,2025-03-31 00:00:00,EMP00037,BL002,ACC30001,Travel,2025-03,Bank Transfer,Paid,6437.54,151,9,148.81,1140.83,,,International,CC-4373,,EMP00067,EMP00173,,2025-04-05 00:00:00,2025-04-04 00:00:00,114.08,285.21,114.08,627.46,4.16
8698,20230719,2023-07-19 00:00:00,EMP00040,BL005,ACC30001,Salary,2023-07,Bank Transfer,Paid,3948.11,120,6,52.84,4217.3,,,,CC-9136,,EMP00080,EMP00184,,2023-07-20 00:00:00,2023-07-21 00:00:00,421.73,1054.32,421.73,2319.52,19.33
8699,20251010,2025-10-10 00:00:00,EMP00062,BL002,ACC30001,Training,2025-10,Bank Transfer,Paid,13306.93,21,19,17.21,6780.47,,Technical,,CC-2425,,EMP00198,EMP00120,,2025-10-13 00:00:00,2025-10-12 00:00:00,678.05,1695.12,678.05,3729.25,177.58
8700,20240329,2024-03-29 00:00:00,EMP00194,BL004,ACC30001,Salary,2024-03,Bank Transfer,Paid,4414.69,2,30,93.49,11166.89,,,,CC-3196,,EMP00190,EMP00120,,2024-03-31 00:00:00,2024-04-07 00:00:00,1116.69,2791.72,1116.69,6141.79,3070.9
8701,20250712,2025-07-12 00:00:00,EMP00046,BL001,ACC30001,Overtime,2025-07,Bank Transfer,Paid,8500.74,161,4,79.15,3179.36,,,,CC-3527,,EMP00072,EMP00228,,2025-07-14 00:00:00,2025-07-13 00:00:00,317.94,794.84,317.94,1748.64,10.86
8702,20241009,2024-10-09 00:00:00,EMP00237,BL002,ACC30001,Overtime,2024-10,Bank Transfer,Pending,2424.19,176,19,123.62,7285.05,,,,CC-7387,,EMP00136,EMP00144,,2024-10-15 00:00:00,2024-10-17 00:00:00,728.51,1821.26,728.51,4006.77,22.77
8703,20250812,2025-08-12 00:00:00,EMP00177,BL002,ACC30001,Salary,2025-08,Bank Transfer,Pending,7743.26,194,36,24.14,10593.62,,,,CC-6594,PROJ-001,EMP00180,EMP00016,,2025-08-17 00:00:00,2025-08-15 00:00:00,1059.36,2648.4,1059.36,5826.5,30.03
8704,20251017,2025-10-17 00:00:00,EMP00097,BL002,ACC30001,Training,2025-10,Bank Transfer,Paid,6850.19,42,18,79.32,2596.86,,Compliance,,CC-6601,PROJ-001,EMP00113,EMP00144,Reimbursement,2025-10-18 00:00:00,2025-10-19 00:00:00,259.69,649.22,259.69,1428.26,34.01
8705,20240723,2024-07-23 00:00:00,EMP00214,BL002,ACC30001,Training,2024-07,Bank Transfer,Paid,14756.08,158,20,19.48,4886.2,,Compliance,,CC-8599,,EMP00217,EMP00239,,2024-07-29 00:00:00,2024-07-27 00:00:00,488.62,1221.55,488.62,2687.41,17.01
8706,20241020,2024-10-20 00:00:00,EMP00076,BL003,ACC30001,Benefits,2024-10,Bank Transfer,Paid,6973.82,190,28,103,6972.24,,,,CC-6675,,EMP00100,EMP00179,,2024-10-21 00:00:00,2024-10-29 00:00:00,697.22,1743.06,697.22,3834.74,20.18
8707,20240726,2024-07-26 00:00:00,EMP00185,BL002,ACC30001,Salary,2024-07,Cash,Paid,7816.92,43,28,90.8,12495.2,,,,CC-5646,,EMP00041,EMP00182,,2024-07-30 00:00:00,2024-07-28 00:00:00,1249.52,3123.8,1249.52,6872.36,159.82
8708,20250412,2025-04-12 00:00:00,EMP00044,BL004,ACC30001,Salary,2025-04,Bank Transfer,Paid,10323.12,15,4,41.12,7485.44,,,,CC-7058,,EMP00216,EMP00038,Final Settlement,2025-04-14 00:00:00,2025-04-17 00:00:00,748.54,1871.36,748.54,4117,274.47
8709,20241010,2024-10-10 00:00:00,EMP00250,BL004,ACC30001,Salary,2024-10,Bank Transfer,Paid,715.21,128,9,137.14,8245.66,,,,CC-5206,,EMP00159,EMP00188,,2024-10-15 00:00:00,2024-10-11 00:00:00,824.57,2061.42,824.57,4535.1,35.43
8710,20240724,2024-07-24 00:00:00,EMP00112,BL004,ACC30001,Bonus,2024-07,Check,Paid,14565.35,38,25,129.64,13827.31,Annual,,,CC-3107,,EMP00193,EMP00239,,2024-07-28 00:00:00,2024-07-27 00:00:00,1382.73,3456.83,1382.73,7605.02,200.13
8711,20241210,2024-12-10 00:00:00,EMP00020,BL002,ACC30001,Bonus,2024-12,Bank Transfer,Paid,11511.07,129,33,64.31,14476.46,Project,,,CC-6013,,EMP00216,EMP00075,,2024-12-11 00:00:00,2024-12-17 00:00:00,1447.65,3619.12,1447.65,7962.04,61.72
8712,20231108,2023-11-08 00:00:00,EMP00218,BL004,ACC30001,Salary,2023-11,Bank Transfer,Paid,10924.26,120,10,143.8,8563,,,,CC-2710,,EMP00159,EMP00179,Adjustment,2023-11-13 00:00:00,2023-11-17 00:00:00,856.3,2140.75,856.3,4709.65,39.25
8713,20231218,2023-12-18 00:00:00,EMP00148,BL004,ACC30001,Salary,2023-12,Bank Transfer,Paid,14297.76,166,13,53.95,2951.86,,,,CC-9050,,EMP00093,EMP00047,,2023-12-22 00:00:00,2023-12-24 00:00:00,295.19,737.96,295.19,1623.52,9.78
8714,20251207,2025-12-07 00:00:00,EMP00121,BL002,ACC30001,Salary,2025-12,Bank Transfer,Pending,10069.66,170,26,134.77,3841.24,,,,CC-2132,PROJ-002,EMP00161,EMP00104,,2025-12-08 00:00:00,2025-12-08 00:00:00,384.12,960.31,384.12,2112.69,12.43
8715,20250105,2025-01-05 00:00:00,EMP00045,BL003,ACC30001,Training,2025-01,Bank Transfer,Paid,8821.9,175,39,127.35,12127.66,,Leadership,,CC-7786,,EMP00063,EMP00173,,2025-01-09 00:00:00,2025-01-12 00:00:00,1212.77,3031.92,1212.77,6670.2,38.12
8716,20241022,2024-10-22 00:00:00,EMP00027,BL004,ACC30001,Salary,2024-10,Bank Transfer,Paid,3916.04,183,32,95.34,8551.53,,,,CC-4133,,EMP00159,EMP00179,Final Settlement,2024-10-25 00:00:00,2024-10-26 00:00:00,855.15,2137.88,855.15,4703.35,25.7
8717,20231127,2023-11-27 00:00:00,EMP00019,BL002,ACC30001,Salary,2023-11,Bank Transfer,Paid,14329.89,103,26,108.71,13251.61,,,,CC-4270,,EMP00054,EMP00078,,2023-12-03 00:00:00,2023-12-01 00:00:00,1325.16,3312.9,1325.16,7288.39,70.76
8718,20241125,2024-11-25 00:00:00,EMP00090,BL005,ACC30001,Salary,2024-11,Cash,Paid,10190.93,85,35,141.28,5803.62,,,,CC-8328,,EMP00247,EMP00180,,2024-12-01 00:00:00,2024-12-04 00:00:00,580.36,1450.9,580.36,3192,37.55
8719,20250205,2025-02-05 00:00:00,EMP00222,BL002,ACC30001,Salary,2025-02,Bank Transfer,Paid,3847.92,13,12,28.91,12324.88,,,,CC-2879,,EMP00063,EMP00064,,2025-02-06 00:00:00,2025-02-13 00:00:00,1232.49,3081.22,1232.49,6778.68,521.44
8720,20250712,2025-07-12 00:00:00,EMP00010,BL002,ACC30001,Salary,2025-07,Bank Transfer,Paid,1255.92,119,8,28.71,14880.56,,,,CC-8062,,EMP00222,EMP00210,,2025-07-16 00:00:00,2025-07-14 00:00:00,1488.06,3720.14,1488.06,8184.3,68.78
8721,20240209,2024-02-09 00:00:00,EMP00201,BL004,ACC30001,Travel,2024-02,Bank Transfer,Paid,2676.73,26,31,90.86,3558.4,,,International,CC-2150,,EMP00159,EMP00047,,2024-02-15 00:00:00,2024-02-12 00:00:00,355.84,889.6,355.84,1957.12,75.27
8722,20251226,2025-12-26 00:00:00,EMP00067,BL004,ACC30001,Salary,2025-12,Bank Transfer,Paid,7553.21,107,15,84.09,5027.7,,,,CC-6284,,EMP00180,EMP00157,,2025-12-28 00:00:00,2026-01-01 00:00:00,502.77,1256.92,502.77,2765.24,25.84
8723,20230611,2023-06-11 00:00:00,EMP00243,BL005,ACC30001,Salary,2023-06,Bank Transfer,Paid,2626.73,92,38,146.81,3844.67,,,,CC-4395,,EMP00226,EMP00210,,2023-06-12 00:00:00,2023-06-18 00:00:00,384.47,961.17,384.47,2114.56,22.98
8724,20230108,2023-01-08 00:00:00,EMP00131,BL006,ACC30001,Salary,2023-01,Check,Paid,1981.76,154,7,120.84,7713.93,,,,CC-3291,PROJ-001,EMP00026,EMP00204,,2023-01-13 00:00:00,2023-01-13 00:00:00,771.39,1928.48,771.39,4242.67,27.55
8725,20230420,2023-04-20 00:00:00,EMP00100,BL006,ACC30001,Bonus,2023-04,Bank Transfer,On Hold,2308.46,50,32,148.93,11968.87,Referral,,,CC-8694,,EMP00082,EMP00184,Reimbursement,2023-04-26 00:00:00,2023-04-27 00:00:00,1196.89,2992.22,1196.89,6582.87,131.66
8726,20240809,2024-08-09 00:00:00,EMP00242,BL003,ACC30001,Commission,2024-08,Check,Paid,2894.57,61,18,149.1,7246.75,,,,CC-8157,PROJ-003,EMP00232,EMP00182,Adjustment,2024-08-13 00:00:00,2024-08-14 00:00:00,724.68,1811.69,724.68,3985.7,65.34
8727,20230114,2023-01-14 00:00:00,EMP00091,BL004,ACC30001,Training,2023-01,Bank Transfer,Pending,8229.57,65,20,78.6,10603.75,,Technical,,CC-2246,PROJ-001,EMP00242,EMP00205,,2023-01-17 00:00:00,2023-01-15 00:00:00,1060.38,2650.94,1060.38,5832.05,89.72
8728,20230710,2023-07-10 00:00:00,EMP00228,BL004,ACC30001,Salary,2023-07,Bank Transfer,Paid,9278.63,172,26,42.75,4231.28,,,,CC-8240,,EMP00080,EMP00116,Final Settlement,2023-07-16 00:00:00,2023-07-12 00:00:00,423.13,1057.82,423.13,2327.2,13.53
8729,20240510,2024-05-10 00:00:00,EMP00108,BL002,ACC30001,Benefits,2024-05,Check,Paid,13572.17,92,30,75.14,12494.73,,,,CC-6580,PROJ-001,EMP00069,EMP00239,,2024-05-15 00:00:00,2024-05-19 00:00:00,1249.47,3123.68,1249.47,6872.11,74.7
8730,20231116,2023-11-16 00:00:00,EMP00135,BL002,ACC30001,Salary,2023-11,Bank Transfer,Paid,2388.56,151,10,129.54,4873.45,,,,CC-8177,,EMP00060,EMP00139,Final Settlement,2023-11-22 00:00:00,2023-11-25 00:00:00,487.34,1218.36,487.34,2680.41,17.75
8731,20241026,2024-10-26 00:00:00,EMP00168,BL006,ACC30001,Training,2024-10,Check,Paid,12774.89,163,23,121.13,977.26,,Leadership,,CC-6944,,EMP00020,EMP00188,,2024-11-01 00:00:00,2024-10-31 00:00:00,97.73,244.32,97.73,537.48,3.3
8732,20250310,2025-03-10 00:00:00,EMP00009,BL006,ACC30001,Bonus,2025-03,Bank Transfer,Paid,4094.24,171,16,75.98,2322.73,Performance,,,CC-8201,PROJ-003,EMP00223,EMP00180,,2025-03-13 00:00:00,2025-03-17 00:00:00,232.27,580.68,232.27,1277.51,7.47
8733,20240505,2024-05-05 00:00:00,EMP00186,BL006,ACC30001,Travel,2024-05,Bank Transfer,Paid,4423.92,30,18,53.61,2288.26,,,International,CC-8682,PROJ-003,EMP00199,EMP00047,,2024-05-10 00:00:00,2024-05-09 00:00:00,228.83,572.07,228.83,1258.53,41.95
8734,20250221,2025-02-21 00:00:00,EMP00109,BL006,ACC30001,Salary,2025-02,Bank Transfer,Paid,8810.41,159,14,100.82,4271.54,,,,CC-8966,,EMP00216,EMP00078,,2025-02-27 00:00:00,2025-02-26 00:00:00,427.15,1067.88,427.15,2349.36,14.78
