Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
9520,20231221,2023-12-21 00:00:00,ACC30002,BL001,EMP00040,V2_Revised,Project-Based,OPEX,CC-3897,PROJ-002,57563.14,4932.23,69948.8,94856.8,EMP00223,Approved,EMP00069,,2023-12-30 00:00:00,2024-01-14 00:00:00,-52630.91,-91.43,-12385.66,8.57,37293.66
9521,20231006,2023-10-06 00:00:00,ACC30002,BL006,EMP00200,V3_Final,Monthly,CAPEX,CC-4442,,37226.89,54621.74,56438.91,25984.47,EMP00112,Pending,EMP00216,Under Budget,2023-10-10 00:00:00,2023-10-06 00:00:00,17394.85,46.73,-19212.02,146.73,-11242.42
9522,20251202,2025-12-02 00:00:00,ACC20001,BL003,EMP00010,V1_Original,Rolling,OPEX,CC-9464,,33518.57,59219.68,36974.42,82683.5,EMP00242,Approved,EMP00047,,2025-12-13 00:00:00,2025-12-09 00:00:00,25701.11,76.68,-3455.85,176.68,49164.93
9523,20240219,2024-02-19 00:00:00,ACC50001,BL005,EMP00243,V3_Final,Project-Based,OPEX,CC-9536,,60997.55,18097.2,11467.1,39399.96,EMP00056,Approved,EMP00180,Needs Review,2024-02-24 00:00:00,2024-03-18 00:00:00,-42900.35,-70.33,49530.45,29.67,-21597.59
9524,20231205,2023-12-05 00:00:00,ACC30003,BL001,EMP00007,V2_Revised,Quarterly,Revenue,CC-1668,,7158.24,54998.17,55145.97,10340,EMP00145,Approved,EMP00136,,2023-12-18 00:00:00,2024-01-01 00:00:00,47839.93,668.32,-47987.73,768.32,3181.76
9525,20250627,2025-06-27 00:00:00,ACC40001,BL004,EMP00073,V1_Original,Annual,OPEX,CC-4300,,40214.02,91099.26,11768.72,72760.84,EMP00192,Approved,EMP00019,,2025-07-09 00:00:00,2025-07-03 00:00:00,50885.24,126.54,28445.3,226.54,32546.82
9526,20231203,2023-12-03 00:00:00,ACC30004,BL002,EMP00212,V3_Final,Monthly,Revenue,CC-1872,PROJ-001,79269.34,91215.56,38721.58,24344.8,EMP00102,Approved,EMP00013,,2023-12-06 00:00:00,2023-12-18 00:00:00,11946.22,15.07,40547.76,115.07,-54924.54
9527,20230219,2023-02-19 00:00:00,ACC30002,BL006,EMP00209,V3_Final,Annual,CAPEX,CC-7612,PROJ-003,44216.95,5292.79,31946.68,52691.03,EMP00211,Approved,EMP00069,Over Budget,2023-02-24 00:00:00,2023-02-26 00:00:00,-38924.16,-88.03,12270.27,11.97,8474.08
9528,20241209,2024-12-09 00:00:00,ACC50001,BL002,EMP00212,V3_Final,Annual,Revenue,CC-6684,PROJ-002,53517.33,12502.54,93982.92,25613.12,EMP00182,Rejected,EMP00019,,2024-12-21 00:00:00,2024-12-29 00:00:00,-41014.79,-76.64,-40465.59,23.36,-27904.21
9529,20250409,2025-04-09 00:00:00,ACC60001,BL005,EMP00135,V2_Revised,Quarterly,OPEX,CC-6839,,73737.62,92325.42,25425.52,51169.32,EMP00020,Approved,EMP00217,,2025-04-23 00:00:00,2025-04-13 00:00:00,18587.8,25.21,48312.1,125.21,-22568.3
9530,20250603,2025-06-03 00:00:00,ACC20001,BL003,EMP00031,V1_Original,Quarterly,OPEX,CC-9442,,10674.59,76027.22,24233.8,63542.96,EMP00187,Approved,EMP00242,,2025-06-05 00:00:00,2025-06-19 00:00:00,65352.63,612.23,-13559.21,712.23,52868.37
9531,20240108,2024-01-08 00:00:00,ACC40002,BL001,EMP00231,V2_Revised,Quarterly,OPEX,CC-1352,,2096.54,53201.81,18275.37,69425.59,EMP00235,Approved,EMP00217,,2024-01-13 00:00:00,2024-02-03 00:00:00,51105.27,2437.6,-16178.83,2537.6,67329.05
9532,20250202,2025-02-02 00:00:00,ACC40002,BL005,EMP00227,V2_Revised,Monthly,Revenue,CC-9520,,81130.8,82166.16,74049.25,69559.22,EMP00183,Approved,EMP00079,,2025-02-11 00:00:00,2025-02-11 00:00:00,1035.36,1.28,7081.55,101.28,-11571.58
9533,20240616,2024-06-16 00:00:00,ACC30002,BL005,EMP00194,V2_Revised,Quarterly,OPEX,CC-2983,PROJ-002,97689.69,75459.69,33394.99,27483.04,EMP00146,Approved,EMP00113,,2024-06-25 00:00:00,2024-06-24 00:00:00,-22230,-22.76,64294.7,77.24,-70206.65
9534,20240302,2024-03-02 00:00:00,ACC20001,BL004,EMP00192,V1_Original,Monthly,CAPEX,CC-5296,PROJ-002,43669.22,26669.77,41817.3,17472.57,EMP00064,Pending,EMP00026,,2024-03-16 00:00:00,2024-03-06 00:00:00,-16999.45,-38.93,1851.92,61.07,-26196.65
9535,20240427,2024-04-27 00:00:00,ACC10002,BL001,EMP00176,V3_Final,Quarterly,CAPEX,CC-9762,PROJ-002,34618.45,25929.56,50578.59,77916.78,EMP00249,Approved,EMP00066,,2024-05-09 00:00:00,2024-04-29 00:00:00,-8688.89,-25.1,-15960.14,74.9,43298.33
9536,20240617,2024-06-17 00:00:00,ACC40001,BL002,EMP00143,V1_Original,Rolling,Revenue,CC-3875,,1237.02,27881.39,2920.06,66065.11,EMP00098,Approved,EMP00193,,2024-06-18 00:00:00,2024-07-01 00:00:00,26644.37,2153.92,-1683.04,2253.92,64828.09
9537,20230105,2023-01-05 00:00:00,ACC20001,BL001,EMP00236,V3_Final,Quarterly,CAPEX,CC-5348,PROJ-002,23303.93,81477.4,52628.11,85792.57,EMP00179,Approved,EMP00205,Over Budget,2023-01-10 00:00:00,2023-02-02 00:00:00,58173.47,249.63,-29324.18,349.63,62488.64
9538,20230311,2023-03-11 00:00:00,ACC20002,BL004,EMP00142,V2_Revised,Project-Based,OPEX,CC-5580,,56530.65,59045.18,80416.41,87876.15,EMP00208,Draft,EMP00233,,2023-03-21 00:00:00,2023-03-29 00:00:00,2514.53,4.45,-23885.76,104.45,31345.5
9539,20251018,2025-10-18 00:00:00,ACC30004,BL003,EMP00243,V2_Revised,Quarterly,Revenue,CC-8836,,4120.86,6399.4,34122.91,23572.63,EMP00223,Approved,EMP00205,,2025-10-23 00:00:00,2025-10-20 00:00:00,2278.54,55.29,-30002.05,155.29,19451.77
9540,20250124,2025-01-24 00:00:00,ACC40002,BL001,EMP00243,V2_Revised,Rolling,Headcount,CC-8011,,22587.43,28984.67,61306.27,76994.13,EMP00199,Approved,EMP00242,,2025-02-02 00:00:00,2025-01-24 00:00:00,6397.24,28.32,-38718.84,128.32,54406.7
9541,20231105,2023-11-05 00:00:00,ACC10001,BL005,EMP00086,V1_Original,Quarterly,CAPEX,CC-6450,,12641.94,11594.51,39684.85,85584.89,EMP00224,Draft,EMP00082,,2023-11-06 00:00:00,2023-11-20 00:00:00,-1047.43,-8.29,-27042.91,91.71,72942.95
9542,20250522,2025-05-22 00:00:00,ACC10002,BL003,EMP00215,V3_Final,Monthly,Revenue,CC-9420,,43600.88,63088.66,41229.71,33620.73,EMP00175,Approved,EMP00121,,2025-05-29 00:00:00,2025-06-09 00:00:00,19487.78,44.7,2371.17,144.7,-9980.15
9543,20230924,2023-09-24 00:00:00,ACC10001,BL006,EMP00143,V1_Original,Monthly,OPEX,CC-7737,,48524.95,93059.7,25882.39,61387.32,EMP00147,Approved,EMP00020,,2023-10-03 00:00:00,2023-10-19 00:00:00,44534.75,91.78,22642.56,191.78,12862.37
9544,20230331,2023-03-31 00:00:00,ACC20002,BL002,EMP00096,V3_Final,Project-Based,OPEX,CC-5277,,31454.97,88434.83,69106.43,45225.01,EMP00203,Approved,EMP00061,,2023-04-06 00:00:00,2023-04-29 00:00:00,56979.86,181.15,-37651.46,281.15,13770.04
9545,20230206,2023-02-06 00:00:00,ACC50002,BL002,EMP00194,V3_Final,Annual,Headcount,CC-1438,,66909.31,25836.8,29690.97,60159.03,EMP00003,Approved,EMP00009,,2023-02-11 00:00:00,2023-02-17 00:00:00,-41072.51,-61.39,37218.34,38.61,-6750.28
9546,20250114,2025-01-14 00:00:00,ACC20001,BL004,EMP00066,V1_Original,Monthly,Revenue,CC-2080,PROJ-002,40951.05,55604.76,63875.72,41817.26,EMP00190,Approved,EMP00026,,2025-01-15 00:00:00,2025-02-03 00:00:00,14653.71,35.78,-22924.67,135.78,866.21
9547,20250207,2025-02-07 00:00:00,ACC60001,BL004,EMP00073,V3_Final,Monthly,CAPEX,CC-4158,,84251.86,40560.41,83382.78,54521.83,EMP00146,Approved,EMP00069,Under Budget,2025-02-10 00:00:00,2025-03-05 00:00:00,-43691.45,-51.86,869.08,48.14,-29730.03
9548,20241105,2024-11-05 00:00:00,ACC50002,BL001,EMP00112,V2_Revised,Annual,OPEX,CC-7784,,63409.73,66159.12,16354.22,81808.24,EMP00006,Approved,EMP00223,,2024-11-14 00:00:00,2024-12-03 00:00:00,2749.39,4.34,47055.51,104.34,18398.51
9549,20251023,2025-10-23 00:00:00,ACC30003,BL005,EMP00135,V2_Revised,Monthly,CAPEX,CC-5378,,29656.45,105699.06,48734.82,69127.81,EMP00203,Approved,EMP00198,,2025-10-28 00:00:00,2025-11-18 00:00:00,76042.61,256.41,-19078.37,356.41,39471.36
9550,20230531,2023-05-31 00:00:00,ACC30003,BL004,EMP00019,V3_Final,Monthly,OPEX,CC-4240,,34285.77,80929.18,86963.75,46850.44,EMP00180,Approved,EMP00026,,2023-06-12 00:00:00,2023-06-07 00:00:00,46643.41,136.04,-52677.98,236.04,12564.67
9551,20240507,2024-05-07 00:00:00,ACC50002,BL002,EMP00074,V2_Revised,Annual,Revenue,CC-9769,,85471.31,49484.78,90094.57,69605.12,EMP00004,Draft,EMP00199,,2024-05-11 00:00:00,2024-05-11 00:00:00,-35986.53,-42.1,-4623.26,57.9,-15866.19
9552,20230916,2023-09-16 00:00:00,ACC60001,BL003,EMP00077,V2_Revised,Monthly,OPEX,CC-3433,,62406.16,42703.8,27197.72,67060.65,EMP00129,Approved,EMP00080,Over Budget,2023-09-17 00:00:00,2023-10-02 00:00:00,-19702.36,-31.57,35208.44,68.43,4654.49
9553,20250516,2025-05-16 00:00:00,ACC30001,BL001,EMP00203,V3_Final,Quarterly,Headcount,CC-5888,PROJ-003,2180.54,97994.42,75774.58,12697.4,EMP00023,Approved,EMP00042,,2025-05-18 00:00:00,2025-06-09 00:00:00,95813.88,4394.04,-73594.04,4494.04,10516.86
9554,20231108,2023-11-08 00:00:00,ACC50001,BL005,EMP00084,V3_Final,Monthly,OPEX,CC-8212,PROJ-001,46218.39,26513.54,19326.8,77828.1,EMP00053,Approved,EMP00026,,2023-11-14 00:00:00,2023-11-24 00:00:00,-19704.85,-42.63,26891.59,57.37,31609.71
9555,20230629,2023-06-29 00:00:00,ACC50001,BL003,EMP00143,V1_Original,Project-Based,OPEX,CC-4849,,62641.91,32903.65,22308.85,97290.83,EMP00125,Approved,EMP00193,,2023-07-09 00:00:00,2023-07-27 00:00:00,-29738.26,-47.47,40333.06,52.53,34648.92
9556,20251026,2025-10-26 00:00:00,ACC40001,BL004,EMP00141,V2_Revised,Rolling,Headcount,CC-8329,,8131.7,101804.4,16461.1,66404.02,EMP00026,Approved,EMP00242,Needs Review,2025-10-29 00:00:00,2025-10-28 00:00:00,93672.7,1151.94,-8329.4,1251.94,58272.32
9557,20250723,2025-07-23 00:00:00,ACC40001,BL003,EMP00250,V3_Final,Monthly,Revenue,CC-2436,,79806.76,2307.78,60261.85,103800.15,EMP00120,Approved,EMP00145,,2025-07-29 00:00:00,2025-08-08 00:00:00,-77498.98,-97.11,19544.91,2.89,23993.39
9558,20250427,2025-04-27 00:00:00,ACC50001,BL001,EMP00010,V3_Final,Rolling,OPEX,CC-7343,PROJ-001,86724.57,82157.2,6425.45,27305.37,EMP00164,Approved,EMP00066,Over Budget,2025-05-06 00:00:00,2025-05-12 00:00:00,-4567.37,-5.27,80299.12,94.73,-59419.2
9559,20231114,2023-11-14 00:00:00,ACC60001,BL006,EMP00209,V3_Final,Quarterly,Revenue,CC-4970,,59051.24,80438.14,21353.6,68700.93,EMP00169,Approved,EMP00147,On Track,2023-11-28 00:00:00,2023-12-03 00:00:00,21386.9,36.22,37697.64,136.22,9649.69
9560,20250510,2025-05-10 00:00:00,ACC40001,BL005,EMP00040,V2_Revised,Project-Based,OPEX,CC-4767,,79224.12,107260.28,60426.72,72024.61,EMP00193,Pending,EMP00242,,2025-05-22 00:00:00,2025-06-04 00:00:00,28036.16,35.39,18797.4,135.39,-7199.51
9561,20250612,2025-06-12 00:00:00,ACC30002,BL005,EMP00112,V1_Original,Quarterly,OPEX,CC-4474,,67880.74,34212.53,84533.8,75622.66,EMP00108,Draft,EMP00041,Over Budget,2025-06-15 00:00:00,2025-07-05 00:00:00,-33668.21,-49.6,-16653.06,50.4,7741.92
9562,20250314,2025-03-14 00:00:00,ACC50002,BL003,EMP00250,V2_Revised,Project-Based,OPEX,CC-6213,,71327.68,52939.66,11920.3,23832.81,EMP00203,Approved,EMP00216,Under Budget,2025-03-23 00:00:00,2025-03-26 00:00:00,-18388.02,-25.78,59407.38,74.22,-47494.87
9563,20240603,2024-06-03 00:00:00,ACC10002,BL002,EMP00114,V3_Final,Project-Based,OPEX,CC-7643,PROJ-002,39138.53,48323.98,38159.3,101119.57,EMP00235,Approved,EMP00193,,2024-06-12 00:00:00,2024-06-10 00:00:00,9185.45,23.47,979.23,123.47,61981.04
9564,20240114,2024-01-14 00:00:00,ACC10002,BL004,EMP00177,V2_Revised,Quarterly,OPEX,CC-6828,PROJ-002,56973.73,101707.71,36636.65,17401.15,EMP00097,Approved,EMP00020,,2024-01-23 00:00:00,2024-01-22 00:00:00,44733.98,78.52,20337.08,178.52,-39572.58
9565,20250404,2025-04-04 00:00:00,ACC60001,BL001,EMP00178,V2_Revised,Monthly,CAPEX,CC-7223,PROJ-003,54671.15,72673.26,7587.15,32514.19,EMP00031,Approved,EMP00063,,2025-04-12 00:00:00,2025-04-25 00:00:00,18002.11,32.93,47084,132.93,-22156.96
9566,20240408,2024-04-08 00:00:00,ACC50001,BL003,EMP00212,V2_Revised,Quarterly,OPEX,CC-1185,PROJ-001,85823.97,63231.77,81137.42,3419.6,EMP00172,Approved,EMP00013,On Track,2024-04-09 00:00:00,2024-04-13 00:00:00,-22592.2,-26.32,4686.55,73.68,-82404.37
9567,20250515,2025-05-15 00:00:00,ACC10001,BL006,EMP00143,V2_Revised,Rolling,OPEX,CC-4680,,91751.54,42661.32,6074.38,8225.06,EMP00149,Approved,EMP00066,,2025-05-17 00:00:00,2025-05-27 00:00:00,-49090.22,-53.5,85677.16,46.5,-83526.48
9568,20230711,2023-07-11 00:00:00,ACC30002,BL006,EMP00069,V1_Original,Annual,CAPEX,CC-4454,PROJ-001,98681.1,67137.25,52525.46,71545.05,EMP00074,Approved,EMP00063,Over Budget,2023-07-15 00:00:00,2023-07-16 00:00:00,-31543.85,-31.97,46155.64,68.03,-27136.05
9569,20241214,2024-12-14 00:00:00,ACC40003,BL001,EMP00231,V3_Final,Project-Based,Revenue,CC-7502,PROJ-002,6891.83,84099.03,16497.52,54075.21,EMP00106,Pending,EMP00026,,2024-12-19 00:00:00,2024-12-27 00:00:00,77207.2,1120.27,-9605.69,1220.27,47183.38
9570,20230507,2023-05-07 00:00:00,ACC30001,BL004,EMP00192,V3_Final,Quarterly,Revenue,CC-9869,,93606.34,1339.92,16159.7,38267.18,EMP00099,Approved,EMP00145,,2023-05-15 00:00:00,2023-05-16 00:00:00,-92266.42,-98.57,77446.64,1.43,-55339.16
9571,20240628,2024-06-28 00:00:00,ACC40001,BL001,EMP00025,V3_Final,Quarterly,Headcount,CC-5609,,64242.54,82832.44,58390.89,30596.74,EMP00241,Approved,EMP00026,,2024-07-02 00:00:00,2024-07-11 00:00:00,18589.9,28.94,5851.65,128.94,-33645.8
9572,20250127,2025-01-27 00:00:00,ACC30003,BL001,EMP00227,V2_Revised,Monthly,OPEX,CC-8953,,19294.57,74028.22,69203.49,45595.15,EMP00008,Approved,EMP00098,,2025-02-01 00:00:00,2025-02-17 00:00:00,54733.65,283.67,-49908.92,383.67,26300.58
9573,20251214,2025-12-14 00:00:00,ACC50002,BL003,EMP00099,V1_Original,Quarterly,OPEX,CC-3782,PROJ-001,92531.09,68262.47,68962.54,104879.65,EMP00230,Pending,EMP00072,,2025-12-24 00:00:00,2026-01-02 00:00:00,-24268.62,-26.23,23568.55,73.77,12348.56
9574,20251120,2025-11-20 00:00:00,ACC10002,BL001,EMP00200,V1_Original,Project-Based,Revenue,CC-6649,,78752.71,76666.71,81897.83,76976.49,EMP00178,Approved,EMP00145,,2025-11-29 00:00:00,2025-12-04 00:00:00,-2086,-2.65,-3145.12,97.35,-1776.22
9575,20241029,2024-10-29 00:00:00,ACC10002,BL003,EMP00019,V2_Revised,Quarterly,CAPEX,CC-6157,,27960.67,82975.95,10700.89,88620.04,EMP00093,Draft,EMP00047,,2024-11-01 00:00:00,2024-11-23 00:00:00,55015.28,196.76,17259.78,296.76,60659.37
9576,20230201,2023-02-01 00:00:00,ACC10002,BL001,EMP00163,V2_Revised,Annual,Headcount,CC-9156,,31360.03,12856.41,27130.14,104425.2,EMP00191,Approved,EMP00041,Over Budget,2023-02-09 00:00:00,2023-02-01 00:00:00,-18503.62,-59,4229.89,41,73065.17
9577,20251109,2025-11-09 00:00:00,ACC20001,BL003,EMP00099,V1_Original,Annual,OPEX,CC-2354,,72503.85,6761.61,88703.47,43061.33,EMP00110,Draft,EMP00078,,2025-11-17 00:00:00,2025-12-04 00:00:00,-65742.24,-90.67,-16199.62,9.33,-29442.52
9578,20250524,2025-05-24 00:00:00,ACC40003,BL006,EMP00250,V2_Revised,Annual,OPEX,CC-4135,,47569.77,46439.93,92955.21,53596.45,EMP00072,Approved,EMP00099,On Track,2025-05-30 00:00:00,2025-05-29 00:00:00,-1129.84,-2.38,-45385.44,97.62,6026.68
9579,20250730,2025-07-30 00:00:00,ACC10001,BL001,EMP00245,V2_Revised,Rolling,CAPEX,CC-7516,,68468.36,93718.73,37054.51,31633.78,EMP00155,Approved,EMP00147,,2025-08-10 00:00:00,2025-08-26 00:00:00,25250.37,36.88,31413.85,136.88,-36834.58
9580,20231023,2023-10-23 00:00:00,ACC20002,BL005,EMP00032,V2_Revised,Monthly,OPEX,CC-4159,,57113.41,26743.64,39778.44,33361.2,EMP00057,Approved,EMP00161,,2023-10-31 00:00:00,2023-11-16 00:00:00,-30369.77,-53.17,17334.97,46.83,-23752.21
9581,20240703,2024-07-03 00:00:00,ACC20002,BL003,EMP00175,V1_Original,Quarterly,OPEX,CC-6302,PROJ-002,22396.64,107851.16,71446.45,29837.92,EMP00009,Approved,EMP00161,,2024-07-07 00:00:00,2024-07-09 00:00:00,85454.52,381.55,-49049.81,481.55,7441.28
9582,20251012,2025-10-12 00:00:00,ACC50001,BL006,EMP00034,V1_Original,Rolling,OPEX,CC-8756,PROJ-001,87513.19,64109.95,89548.19,40711.25,EMP00205,Pending,EMP00100,,2025-10-14 00:00:00,2025-11-10 00:00:00,-23403.24,-26.74,-2035,73.26,-46801.94
9583,20251004,2025-10-04 00:00:00,ACC40001,BL006,EMP00084,V2_Revised,Monthly,Revenue,CC-5970,,63975.5,70376.14,89879.26,13795.62,EMP00235,Pending,EMP00061,,2025-10-18 00:00:00,2025-10-16 00:00:00,6400.64,10,-25903.76,110,-50179.88
9584,20230114,2023-01-14 00:00:00,ACC10001,BL003,EMP00010,V1_Original,Quarterly,OPEX,CC-8565,PROJ-003,66262.3,20726.83,10453.07,91540.34,EMP00076,Draft,EMP00042,,2023-01-16 00:00:00,2023-01-19 00:00:00,-45535.47,-68.72,55809.23,31.28,25278.04
9585,20241015,2024-10-15 00:00:00,ACC50002,BL006,EMP00112,V2_Revised,Rolling,OPEX,CC-9910,,45635.28,93733,83018.34,40195.93,EMP00173,Approved,EMP00147,,2024-10-24 00:00:00,2024-11-07 00:00:00,48097.72,105.4,-37383.06,205.4,-5439.35
9586,20231226,2023-12-26 00:00:00,ACC30003,BL006,EMP00114,V1_Original,Rolling,OPEX,CC-1797,PROJ-002,34414.57,109645.84,93579.84,56053.35,EMP00061,Approved,EMP00199,Over Budget,2023-12-28 00:00:00,2024-01-16 00:00:00,75231.27,218.6,-59165.27,318.6,21638.78
9587,20250512,2025-05-12 00:00:00,ACC20002,BL002,EMP00192,V1_Original,Project-Based,Revenue,CC-5651,,6784.41,59654.57,87505.55,19634.73,EMP00116,Approved,EMP00223,,2025-05-18 00:00:00,2025-05-24 00:00:00,52870.16,779.29,-80721.14,879.29,12850.32
9588,20250422,2025-04-22 00:00:00,ACC40001,BL001,EMP00225,V1_Original,Quarterly,OPEX,CC-5313,PROJ-001,45508.11,49249.91,84775.83,8534.44,EMP00155,Approved,EMP00078,On Track,2025-05-01 00:00:00,2025-05-12 00:00:00,3741.8,8.22,-39267.72,108.22,-36973.67
9589,20230913,2023-09-13 00:00:00,ACC30002,BL006,EMP00114,V3_Final,Annual,OPEX,CC-8775,,23803.56,70692.37,31676.22,25830.46,EMP00022,Rejected,EMP00193,On Track,2023-09-22 00:00:00,2023-09-17 00:00:00,46888.81,196.98,-7872.66,296.98,2026.9
9590,20251129,2025-11-29 00:00:00,ACC30001,BL005,EMP00040,V1_Original,Project-Based,OPEX,CC-7025,PROJ-001,38963.3,90111.28,90806,87803.03,EMP00099,Approved,EMP00020,,2025-12-05 00:00:00,2025-12-12 00:00:00,51147.98,131.27,-51842.7,231.27,48839.73
9591,20251114,2025-11-14 00:00:00,ACC40003,BL001,EMP00142,V2_Revised,Annual,Revenue,CC-5628,PROJ-002,67667.2,105291.78,77768.1,5651.39,EMP00112,Approved,EMP00222,,2025-11-23 00:00:00,2025-12-01 00:00:00,37624.58,55.6,-10100.9,155.6,-62015.81
9592,20250401,2025-04-01 00:00:00,ACC40002,BL003,EMP00119,V2_Revised,Monthly,OPEX,CC-4705,,78239.59,66050.23,28161.14,24573.6,EMP00057,Approved,EMP00216,,2025-04-08 00:00:00,2025-04-21 00:00:00,-12189.36,-15.58,50078.45,84.42,-53665.99
9593,20230826,2023-08-26 00:00:00,ACC10001,BL003,EMP00009,V2_Revised,Annual,CAPEX,CC-5974,,11997.81,73711.01,84260.72,54987.32,EMP00222,Approved,EMP00042,,2023-08-27 00:00:00,2023-09-10 00:00:00,61713.2,514.37,-72262.91,614.37,42989.51
9594,20240718,2024-07-18 00:00:00,ACC40002,BL004,EMP00007,V1_Original,Annual,Revenue,CC-7601,,60352.23,9717.97,7500.39,28318.29,EMP00131,Approved,EMP00247,On Track,2024-07-25 00:00:00,2024-08-03 00:00:00,-50634.26,-83.9,52851.84,16.1,-32033.94
9595,20251030,2025-10-30 00:00:00,ACC50001,BL001,EMP00243,V2_Revised,Rolling,OPEX,CC-6385,,93566.43,21136.95,68278.88,60506.12,EMP00172,Approved,EMP00046,,2025-11-05 00:00:00,2025-11-17 00:00:00,-72429.48,-77.41,25287.55,22.59,-33060.31
9596,20240120,2024-01-20 00:00:00,ACC20001,BL003,EMP00212,V3_Final,Monthly,OPEX,CC-2915,,15754.84,52099.18,85126.73,27564.86,EMP00019,Approved,EMP00193,,2024-01-22 00:00:00,2024-01-24 00:00:00,36344.34,230.69,-69371.89,330.69,11810.02
9597,20240221,2024-02-21 00:00:00,ACC50002,BL001,EMP00077,V2_Revised,Monthly,Revenue,CC-4817,PROJ-001,75042.32,107612.94,19146.24,51524.88,EMP00239,Approved,EMP00026,,2024-02-24 00:00:00,2024-03-04 00:00:00,32570.62,43.4,55896.08,143.4,-23517.44
9598,20230624,2023-06-24 00:00:00,ACC60001,BL001,EMP00142,V2_Revised,Monthly,OPEX,CC-4079,,98086.49,101938.6,61508.35,32702.31,EMP00088,Pending,EMP00093,,2023-07-02 00:00:00,2023-07-03 00:00:00,3852.11,3.93,36578.14,103.93,-65384.18
9599,20240817,2024-08-17 00:00:00,ACC30001,BL006,EMP00069,V3_Final,Annual,Headcount,CC-8540,,96515.35,92825.49,21559.02,74608.15,EMP00135,Approved,EMP00066,,2024-08-18 00:00:00,2024-09-11 00:00:00,-3689.86,-3.82,74956.33,96.18,-21907.2
9600,20231201,2023-12-01 00:00:00,ACC10002,BL002,EMP00097,V1_Original,Monthly,OPEX,CC-8324,PROJ-003,46732.71,42068.23,61209.49,10206.35,EMP00050,Draft,EMP00098,,2023-12-11 00:00:00,2023-12-22 00:00:00,-4664.48,-9.98,-14476.78,90.02,-36526.36
9601,20250414,2025-04-14 00:00:00,ACC50002,BL003,EMP00059,V2_Revised,Annual,OPEX,CC-1515,,47318.52,8415.16,73778.5,37618.29,EMP00067,Approved,EMP00113,,2025-04-15 00:00:00,2025-05-03 00:00:00,-38903.36,-82.22,-26459.98,17.78,-9700.23
9602,20241010,2024-10-10 00:00:00,ACC30003,BL001,EMP00099,V2_Revised,Annual,CAPEX,CC-2595,PROJ-003,27954.38,3335.71,88934.44,13680.38,EMP00030,Approved,EMP00217,Under Budget,2024-10-14 00:00:00,2024-10-13 00:00:00,-24618.67,-88.07,-60980.06,11.93,-14274
9603,20251219,2025-12-19 00:00:00,ACC40001,BL005,EMP00143,V3_Final,Annual,Revenue,CC-3616,,61095.51,34475.12,19467.58,56724.72,EMP00163,Draft,EMP00199,On Track,2026-01-01 00:00:00,2026-01-01 00:00:00,-26620.39,-43.57,41627.93,56.43,-4370.79
9604,20240210,2024-02-10 00:00:00,ACC30003,BL006,EMP00066,V2_Revised,Annual,Headcount,CC-2311,PROJ-001,45841.22,95174.36,71402.76,103965.94,EMP00026,Approved,EMP00216,Under Budget,2024-02-11 00:00:00,2024-03-04 00:00:00,49333.14,107.62,-25561.54,207.62,58124.72
9605,20231103,2023-11-03 00:00:00,ACC10001,BL002,EMP00059,V1_Original,Quarterly,OPEX,CC-8274,PROJ-001,11534.8,61446.62,36714.36,91277.71,EMP00164,Draft,EMP00217,Over Budget,2023-11-12 00:00:00,2023-11-22 00:00:00,49911.82,432.71,-25179.56,532.71,79742.91
9606,20250609,2025-06-09 00:00:00,ACC10001,BL006,EMP00097,V3_Final,Annual,Revenue,CC-4819,PROJ-002,56513.97,108294.99,86658.27,7673.5,EMP00042,Approved,EMP00205,,2025-06-20 00:00:00,2025-06-16 00:00:00,51781.02,91.63,-30144.3,191.63,-48840.47
9607,20240304,2024-03-04 00:00:00,ACC40003,BL002,EMP00237,V1_Original,Monthly,OPEX,CC-1245,,71692.42,53445.62,20508.46,41153.2,EMP00053,Approved,EMP00099,,2024-03-05 00:00:00,2024-03-23 00:00:00,-18246.8,-25.45,51183.96,74.55,-30539.22
9608,20250624,2025-06-24 00:00:00,ACC40002,BL004,EMP00212,V3_Final,Project-Based,Revenue,CC-1579,PROJ-003,87507.59,22059.33,48378.28,9928.24,EMP00246,Approved,EMP00223,Needs Review,2025-07-04 00:00:00,2025-07-20 00:00:00,-65448.26,-74.79,39129.31,25.21,-77579.35
9609,20230627,2023-06-27 00:00:00,ACC20001,BL006,EMP00178,V2_Revised,Project-Based,Revenue,CC-8235,,98183.61,55281,59546.34,14917.86,EMP00132,Approved,EMP00098,,2023-07-05 00:00:00,2023-07-08 00:00:00,-42902.61,-43.7,38637.27,56.3,-83265.75
9610,20241031,2024-10-31 00:00:00,ACC60001,BL006,EMP00110,V2_Revised,Project-Based,Revenue,CC-6679,PROJ-003,32763.11,107946.63,62672.94,21935.36,EMP00048,Approved,EMP00041,On Track,2024-11-01 00:00:00,2024-11-20 00:00:00,75183.52,229.48,-29909.83,329.48,-10827.75
